"RIAGENDR","RIDAGEYR","RIDRETH3","DMQMILIZ","DMDBORN4","DMDCITZN","DMDEDUC2","SIALANG","SIAINTRP","DMDFMSIZ","DMDHHSZA","DMDHHSZB","DMDHHSZE","DMDHRGND","DMDHRAGE","DMDHRBR4","DMDHREDU","DMDHRMAR","WTINT2YR","INDFMPIR"
"1",60,"6",0,"2","2","2","1","1",6,0,2,2,"1",38,"2","4","1",12192.188307,1.72
"2",71,"3",0,"1","1","4","1","2",1,0,0,1,"2",71,"1","4","5",61455.600029,2.18
"2",40,"1",0,"2","2","4","2","2",4,0,2,0,"2",40,"2","4","6",31536.210112,1.27
"2",32,"4",0,"1","1","5","1","2",1,0,0,0,"2",32,"1","5","5",20531.376501,3
"2",36,"2",0,"2","1","3","2","2",3,0,2,0,"2",36,"2","3","4",30846.284763,0.87
"2",54,"3",0,"1","1","4","1","2",5,0,1,0,"2",54,"1","4","3",59615.572614,2.36
"2",72,"6",0,"2","1","5","1","2",2,0,0,2,"1",73,"2","4","1",24750.15491,5
"1",80,"3",1,"1","1","5","1","2",2,0,0,2,"1",80,"1","5","1",36117.581178,5
"1",21,"1",0,"1","1","3","1","2",4,0,0,0,"1",46,"1","5","1",51877.119096,5
"2",29,"6",0,"2","2","4","1","2",3,1,0,0,"2",29,"2","4","1",27401.955749,5
"1",76,"1",0,"1","1","3","1","2",6,0,3,2,"1",76,"1","3","1",6959.338123,2.53
"1",64,"1",0,"2","2","1","2","2",4,0,0,2,"1",64,"2","1","1",8748.134024,1.26
"1",71,"3",1,"1","1","5","1","2",3,0,1,1,"1",71,"1","5","1",50159.594859,5
"2",64,"3",0,"1","1","5","1","2",1,0,0,1,"2",64,"1","5","2",13953.641028,1.2
"2",37,"3",0,"2","1","4","1","2",1,0,0,0,"2",37,"2","4","5",88644.480725,5
"1",69,"6",0,"2","1","3","1","2",2,0,0,1,"1",69,"2","3","3",13092.54519,3.81
"1",30,"3",0,"1","1","2","1","2",4,1,1,0,"1",30,"1","2","6",16572.38128,0.93
"1",65,"3",0,"1","1","5","1","2",2,0,0,1,"1",65,"1","5","1",95957.474683,5
"2",71,"3",0,"1","1","4","1","2",3,0,0,2,"2",71,"1","4","1",43327.64326,3.46
"1",31,"3",0,"1","1","3","1","2",1,1,2,0,"2",31,"1","4","1",18368.870223,1.54
"1",67,"4",1,"1","1","4","1","2",1,0,0,1,"1",67,"1","4","2",11965.601623,1.97
"1",25,"3",0,"1","1","5","1","2",1,0,0,0,"1",25,"1","5","5",59618.527155,1.71
"1",71,"3",1,"1","1","5","1","2",2,0,0,1,"1",71,"1","5","1",79751.806605,2.38
"1",31,"3",0,"1","1","5","1","2",2,0,0,0,"1",31,"1","5","1",59098.199668,5
"2",75,"3",0,"2","2","2","1","2",1,0,0,1,"2",75,"2","2","2",41833.745138,0.91
"2",40,"3",0,"1","1","2","1","2",3,0,0,0,"1",51,"1","2","1",29406.630965,0.77
"1",55,"2",0,"2","2","5","2","2",4,0,0,0,"1",50,"1","5","1",32410.383206,2.1
"1",32,"4",0,"1","1","2","1","2",1,0,0,0,"2",29,"1","2","5",21527.63823,1.29
"1",80,"3",1,"1","1","4","1","2",1,0,0,1,"1",80,"1","4","2",27542.95231,3.92
"2",34,"3",0,"1","1","4","1","2",2,1,0,0,"2",34,"1","4","5",33160.516091,1.22
"1",48,"3",0,"1","1","4","1","2",3,0,0,0,"2",44,"1","4","1",87565.163256,5
"2",20,"4",0,"1","1","4","1","2",1,0,0,0,"2",20,"1","4","5",34981.270686,1.37
"2",76,"3",0,"1","1","4","1","2",2,0,0,2,"1",80,"1","5","1",61229.8401,5
"2",58,"7",0,"1","1","3","1","2",1,0,0,0,"2",58,"1","3","4",25713.427662,0.03
"2",32,"3",0,"1","1","4","1","2",1,0,0,0,"2",32,"1","4","4",18677.194085,0.77
"2",36,"3",0,"1","1","5","1","2",4,1,1,0,"1",37,"1","4","1",84843.358338,5
"2",31,"7",0,"1","1","4","1","2",5,0,3,0,"2",31,"1","4","6",15981.261612,1.34
"1",68,"1",0,"2","1","1","2","2",3,0,1,1,"1",68,"2","1","1",12352.53595,1.23
"2",32,"2",0,"1","1","4","1","2",4,0,2,0,"2",32,"1","4","1",50017.26474,0.82
"2",30,"4",0,"1","1","3","1","2",1,0,0,0,"2",30,"1","3","5",24641.660854,5
"1",79,"3",0,"1","1","5","1","2",2,0,0,2,"1",79,"1","5","1",89754.279713,3.1
"1",31,"3",0,"1","1","4","1","2",1,0,0,0,"2",30,"1","4","6",17756.721785,1.52
"1",29,"2",1,"1","1","4","1","2",6,2,2,0,"2",31,"1","4","1",43504.96459,0.06
"1",32,"3",0,"1","1","3","1","2",1,0,0,0,"1",32,"1","3","5",16572.38128,1.01
"1",67,"4",1,"1","1","5","1","2",2,0,0,1,"1",67,"1","5","1",6435.130313,5
"2",40,"4",0,"1","1","5","1","2",3,0,2,0,"2",40,"1","5","6",20719.448832,5
"1",51,"3",0,"1","1","5","1","2",1,0,0,0,"1",51,"1","5","3",90800.035317,5
"2",57,"4",0,"2","2","1","1","1",2,0,0,0,"2",57,"2","1","5",21303.593812,1.42
"1",32,"4",0,"1","1","5","1","2",4,2,0,0,"1",32,"1","5","1",21679.511567,3.4
"2",69,"2",0,"2","1","3","1","2",1,0,0,1,"2",69,"2","3","3",11621.443799,2.23
"2",20,"3",0,"1","1","3","1","2",1,0,0,0,"2",20,"1","3","5",86293.020636,1.71
"1",64,"2",0,"2","1","1","2","2",1,0,0,1,"1",64,"2","1","5",9358.132077,0.04
"1",60,"1",0,"2","2","1","2","2",2,0,0,1,"1",60,"2","1","1",7037.582072,1.42
"2",26,"1",0,"1","1","4","1","2",1,0,0,0,"2",27,"1","3","5",38226.815338,1.71
"2",60,"4",0,"1","1","5","1","2",1,0,0,1,"2",60,"1","5","5",13881.652394,3.48
"1",52,"3",0,"1","1","4","1","2",3,0,1,0,"1",52,"1","4","1",114630.838071,3.07
"2",27,"3",0,"1","1","5","1","2",4,2,0,0,"1",30,"1","4","1",106554.218364,1.51
"1",50,"3",0,"1","1","3","1","2",4,0,2,0,"1",50,"1","3","1",26108.80047,1.04
"1",49,"3",1,"1","1","4","1","2",3,1,2,0,"2",39,"1","4","3",20299.088456,1.52
"1",54,"3",0,"1","1","2","1","2",3,0,0,1,"1",26,"1","2","5",57235.140262,2.02
"2",22,"6",0,"2","1","4","1","2",2,0,0,0,"1",24,"1","4","1",31440.077664,1.14
"1",21,"4",0,"1","1","3","1","2",2,0,0,0,"1",21,"1","3","6",26730.348348,4.45
"2",32,"3",0,"1","1","5","1","2",2,0,0,0,"1",32,"2","5","1",73030.053908,5
"1",30,"3",0,"1","1","4","1","2",5,1,2,0,"2",29,"1","4","6",89160.148759,1.43
"1",42,"3",0,"1","1","5","1","2",1,0,0,0,"1",42,"1","5","3",98711.148578,5
"1",26,"3",0,"1","1","3","1","2",3,1,0,0,"1",26,"1","3","1",77588.597287,2.82
"1",44,"4",0,"1","1","5","1","2",4,0,2,0,"2",48,"1","5","1",23568.774431,4.25
"1",34,"3",0,"1","1","5","1","2",4,2,0,0,"1",34,"1","5","1",58125.464346,5
"1",73,"3",1,"1","1","1","1","2",2,0,0,2,"1",73,"1","1","1",18650.131883,0.64
"1",70,"4",0,"1","1","2","1","2",3,0,1,2,"1",70,"1","2","1",21243.547641,3.2
"1",35,"3",0,"1","1","3","1","2",4,1,1,0,"1",35,"1","3","1",59658.239122,2.12
"2",51,"3",0,"1","1","5","1","2",4,1,0,0,"2",51,"1","5","3",88218.304216,0.97
"2",45,"4",0,"1","1","3","1","2",5,2,1,0,"1",44,"1","3","1",22205.251305,0.54
"1",48,"2",1,"1","1","5","1","2",3,1,0,0,"2",29,"1","4","1",23376.558978,5
"1",35,"3",0,"1","1","4","1","2",5,1,2,0,"2",36,"1","5","1",66143.366059,4.35
"1",30,"3",0,"1","1","5","1","2",2,0,0,0,"2",30,"1","5","1",84120.656677,5
"1",48,"2",0,"1","1","5","1","2",4,0,1,0,"2",46,"1","3","1",26850.658634,4.67
"1",55,"2",0,"2","2","3","2","2",7,0,0,1,"2",57,"2","2","1",14514.870818,4.16
"1",27,"3",0,"1","1","5","1","2",3,0,0,0,"2",54,"1","3","2",91370.709866,5
"2",66,"6",0,"2","1","4","1","2",2,0,0,2,"2",66,"2","4","1",8780.904487,5
"2",41,"7",0,"2","2","3","2","2",5,2,0,1,"2",41,"2","3","1",24857.199978,0.09
"1",37,"1",0,"1","1","4","1","2",4,1,1,0,"1",37,"1","4","1",47397.537439,5
"2",66,"3",0,"1","1","4","1","2",2,0,0,2,"1",65,"1","5","1",74311.781717,5
"2",20,"4",0,"1","1","3","1","2",3,0,1,0,"2",39,"1","4","3",31173.02391,0.07
"2",45,"3",0,"1","1","4","1","2",5,0,3,0,"1",46,"1","4","1",88692.879089,4.64
"2",45,"2",0,"1","1","4","1","2",7,0,4,0,"2",45,"1","4","1",28218.956804,2.25
"1",48,"3",0,"1","1","1","1","2",5,0,1,0,"2",46,"1","1","1",94481.045518,3.63
"1",36,"7",0,"1","1","5","1","2",4,2,0,0,"1",36,"1","5","1",37674.921434,2.12
"1",22,"3",0,"1","1","2","1","2",7,1,0,0,"2",23,"1","3","1",26892.390328,0.5
"1",63,"4",0,"1","1","5","1","2",2,0,0,2,"1",63,"1","5","1",14975.454019,5
"2",72,"3",0,"1","1","4","1","2",1,0,0,1,"2",72,"1","4","2",56653.642228,2.19
"1",49,"4",0,"1","1","4","1","2",6,0,1,2,"2",77,"1","3","1",21387.58651,0.75
"1",40,"4",1,"1","1","5","1","2",5,0,3,0,"1",40,"1","5","1",23568.774431,1.31
"2",27,"4",0,"1","1","3","1","2",4,2,1,0,"2",27,"1","3","5",31207.071929,0.46
"1",67,"4",1,"1","1","3","1","2",2,0,0,1,"1",67,"1","3","1",17020.296478,5
"2",41,"6",0,"2","1","5","1","2",1,0,0,0,"2",41,"2","5","5",24672.86407,5
"2",47,"1",0,"2","1","4","1","2",3,0,1,0,"2",47,"2","4","5",24191.170187,4.1
"1",58,"3",1,"1","1","3","1","2",2,0,0,1,"1",80,"1","4","2",18142.299743,1.21
"2",53,"2",0,"2","1","4","2","2",3,0,0,2,"2",80,"2","1","2",18020.485039,2.43
"1",56,"1",0,"1","1","4","1","2",2,0,0,0,"1",56,"1","4","5",15212.714192,5
"2",39,"4",0,"1","1","4","1","2",3,0,2,0,"2",39,"1","4","1",23438.222526,1.74
"2",27,"3",0,"1","1","2","1","2",3,1,1,0,"1",28,"1","3","6",68920.741965,0.76
"1",80,"3",0,"1","1","2","1","2",1,0,0,1,"1",80,"1","2","3",40846.146506,0.86
"2",60,"3",0,"1","1","3","1","2",2,0,0,2,"1",60,"1","4","1",90209.454721,5
"2",32,"4",0,"1","1","5","1","2",2,0,1,0,"2",32,"1","5","5",27344.465828,1.91
"2",68,"1",0,"2","2","1","2","2",3,0,0,2,"2",68,"2","1","1",15107.120526,3.33
"2",58,"3",0,"1","1","4","1","2",1,0,0,0,"2",58,"1","4","5",18541.57361,0.78
"1",55,"3",0,"1","1","1","1","2",2,0,0,0,"1",55,"1","1","2",30927.651343,0.57
"2",29,"3",0,"1","1","5","1","2",1,0,0,0,"2",29,"1","5","3",107644.698592,3.92
"1",61,"4",0,"1","1","1","1","2",5,0,1,2,"2",66,"1","2","2",10245.07186,2.69
"2",50,"3",0,"1","1","5","1","2",1,0,0,0,"2",50,"1","5","5",109390.28714,5
"2",72,"3",0,"1","1","2","1","2",2,0,0,2,"1",73,"1","1","1",32267.942251,0.64
"1",75,"3",1,"1","1","5","1","2",1,0,0,1,"1",75,"1","5","2",50465.61674,2.19
"2",25,"3",0,"1","1","3","1","2",4,0,0,1,"1",55,"1","3","4",116194.09703,1.46
"1",34,"3",0,"1","1","4","1","2",2,0,0,0,"1",34,"1","4","1",18333.625839,1.61
"2",62,"3",0,"1","1","3","1","2",1,0,0,1,"2",62,"1","3","3",34165.468012,1.2
"1",52,"3",0,"1","1","2","1","2",5,2,0,0,"1",52,"1","2","3",22875.236148,0.72
"2",43,"3",0,"1","1","5","1","2",2,0,0,0,"2",43,"1","5","1",89307.342969,2.9
"2",55,"6",0,"2","1","5","1","2",1,0,0,0,"2",55,"2","5","3",15288.092546,5
"1",80,"6",0,"2","1","5","1","2",1,0,0,1,"1",80,"2","5","2",14751.6517,3.64
"1",21,"3",0,"1","1","3","1","2",1,0,0,0,"1",21,"1","3","5",112158.516703,2.35
"2",49,"6",0,"2","1","5","1","2",6,0,3,1,"2",49,"2","5","1",13479.736332,5
"2",54,"3",0,"1","1","5","1","2",3,0,1,0,"2",54,"1","5","2",110148.142573,4.61
"1",55,"3",0,"1","1","1","1","2",7,0,4,0,"1",55,"1","1","1",24451.501798,0.02
"2",45,"4",0,"1","1","3","1","2",2,0,1,0,"2",45,"1","3","5",33769.649871,1.27
"1",59,"3",0,"1","1","4","1","2",4,0,1,0,"2",50,"1","5","1",115129.902738,1.51
"2",53,"2",0,"2","1","4","1","2",3,0,0,0,"2",53,"2","4","1",21784.629506,2.02
"2",56,"3",0,"1","1","4","1","2",7,1,2,1,"1",68,"1","4","1",82952.781626,3.89
"2",74,"6",0,"2","1","5","1","1",1,0,0,1,"2",74,"2","5","3",20087.482733,0.87
"2",66,"3",0,"1","1","4","1","2",5,1,0,2,"1",71,"1","2","1",58087.039848,1.45
"2",39,"2",0,"2","2","4","1","2",4,0,2,0,"2",39,"2","4","1",40292.296794,0.42
"2",45,"4",0,"1","1","4","1","2",4,0,1,0,"2",45,"1","4","5",25701.696795,0.17
"2",56,"3",0,"1","1","4","1","2",3,0,0,1,"2",80,"2","1","2",18561.595413,1.33
"2",45,"3",0,"1","1","5","1","2",5,0,3,0,"1",46,"1","5","1",53410.628652,3.67
"2",38,"1",0,"1","1","4","1","2",5,1,2,0,"1",45,"2","2","1",19308.262332,2.15
"1",51,"4",1,"1","1","4","1","2",7,0,3,0,"2",59,"1","3","1",21710.510043,4.16
"1",59,"3",0,"1","1","5","1","2",2,0,0,1,"2",60,"1","5","1",127302.83078,5
"2",34,"1",0,"2","1","4","1","2",4,0,2,0,"2",34,"2","4","1",38858.146378,2.34
"1",78,"3",0,"1","1","5","1","2",3,0,0,2,"1",78,"1","5","1",27599.419547,3.54
"2",43,"1",0,"1","1","3","1","2",4,0,1,0,"1",44,"1","4","1",35539.655182,3.82
"2",53,"1",0,"2","2","1","2","2",7,0,4,0,"2",53,"2","1","5",19358.277985,0.42
"2",36,"3",0,"1","1","5","1","2",4,0,2,0,"1",40,"1","5","1",110730.073712,5
"1",56,"3",0,"1","1","4","1","2",3,0,0,0,"2",26,"1","5","5",112101.255873,5
"1",76,"3",1,"1","1","4","1","2",2,0,0,2,"1",76,"1","4","1",92650.446611,4.13
"2",74,"3",0,"1","1","1","1","2",1,0,0,1,"2",74,"1","1","2",14098.321033,0.73
"1",43,"7",0,"2","1","4","1","2",4,0,1,0,"1",43,"2","4","1",25134.995198,1.06
"2",26,"3",0,"1","1","4","1","2",2,0,0,0,"1",29,"1","4","1",50437.189579,1.16
"1",25,"1",0,"1","1","4","1","2",3,1,0,0,"1",25,"1","4","1",62211.875054,2.82
"1",29,"1",0,"2","2","2","2","2",6,2,0,0,"2",33,"2","3","6",31711.124434,0.47
"2",76,"3",0,"1","1","4","1","2",1,0,0,1,"2",76,"1","4","3",43874.103499,3.43
"2",40,"1",0,"1","1","4","1","2",4,0,0,0,"1",41,"2","3","1",23906.542802,4.71
"2",61,"6",0,"1","1","5","1","2",1,0,0,1,"2",61,"1","5","3",15818.718246,3.39
"1",35,"3",0,"1","1","3","1","2",7,3,4,0,"1",35,"1","3","1",15143.293952,1.13
"1",20,"3",0,"1","1","3","1","2",1,0,0,0,"1",21,"1","3","5",78766.187267,4.87
"2",59,"1",0,"1","1","4","1","2",2,0,0,0,"2",59,"1","4","3",21545.609413,1.93
"1",44,"2",0,"1","1","4","1","2",5,0,2,0,"2",42,"1","4","1",17212.366477,0.82
"2",70,"3",0,"1","1","4","1","2",3,0,0,2,"1",68,"1","4","1",17641.628875,1.48
"2",27,"6",0,"2","1","3","1","2",6,1,0,0,"2",21,"2","4","5",18235.900105,0.5
"2",50,"3",0,"1","1","3","1","2",2,0,0,0,"1",50,"1","3","1",107175.908858,5
"1",20,"6",0,"1","1","4","1","2",1,0,0,0,"1",20,"1","4","5",21895.534157,1.89
"1",80,"3",1,"1","1","5","1","2",1,0,0,1,"1",80,"1","5","5",27220.143827,3
"1",63,"4",0,"1","1","2","1","2",3,0,0,2,"1",63,"1","2","1",9289.337676,2.53
"2",28,"3",0,"1","1","5","1","2",2,0,0,0,"1",31,"1","5","1",61549.113611,5
"2",24,"3",0,"1","1","4","1","2",5,2,0,2,"1",61,"1","2","1",38552.426618,2.04
"1",61,"3",0,"1","1","5","1","2",1,0,0,1,"1",61,"1","5","5",66870.478834,5
"2",42,"3",0,"1","1","4","1","2",3,1,0,0,"1",42,"1","5","1",52119.49921,3.79
"1",80,"3",1,"1","1","3","1","2",2,0,0,2,"1",80,"1","3","1",15009.978227,0.97
"2",49,"3",0,"1","1","4","1","2",1,0,0,0,"2",49,"1","4","3",24000.790205,0.78
"2",62,"2",0,"1","1","2","1","2",1,0,0,2,"1",65,"1","4","6",12595.528584,1.11
"1",29,"2",0,"2","2","1","2","2",4,0,2,0,"2",36,"2","4","1",35168.825543,0.61
"1",40,"3",0,"1","1","5","1","2",5,0,3,0,"2",41,"1","5","1",68207.820019,4.72
"1",59,"3",0,"1","1","4","1","2",1,0,0,0,"1",59,"1","4","3",68958.735481,1.31
"2",30,"3",0,"1","1","3","1","2",3,2,0,0,"2",30,"1","3","5",30504.63448,0.35
"2",24,"6",0,"1","1","5","1","2",1,0,0,0,"1",33,"1","3","5",20785.402003,2.57
"2",42,"7",0,"2","2","3","1","2",6,0,1,0,"2",42,"2","3","1",11526.588206,1.56
"1",72,"4",0,"1","1","2","1","2",1,0,0,1,"1",72,"1","2","2",18276.240999,0.77
"1",41,"3",0,"1","1","4","1","2",1,0,0,0,"1",49,"1","3","3",128072.163627,3.31
"2",33,"6",0,"2","2","5","1","2",4,1,1,0,"1",36,"2","5","1",26929.892939,5
"2",57,"3",0,"1","1","5","1","2",3,0,1,0,"1",53,"1","5","1",109390.28714,5
"2",28,"2",0,"1","1","5","1","2",2,0,0,0,"1",29,"2","5","1",36696.711646,5
"1",49,"4",0,"1","1","4","1","2",4,0,2,0,"1",49,"1","4","1",33692.336927,4.19
"1",66,"3",1,"1","1","5","1","2",2,0,0,2,"1",66,"1","5","1",167884.543709,5
"2",41,"1",0,"2","2","3","2","2",6,1,3,0,"1",44,"2","2","6",19070.810086,1.03
"2",50,"3",0,"1","1","4","1","2",5,0,3,0,"2",50,"1","4","1",73732.143152,3.63
"2",65,"4",0,"1","1","3","1","2",4,0,1,2,"1",64,"1","4","1",15462.309599,2.12
"2",27,"3",0,"1","1","4","1","2",3,0,0,0,"1",54,"1","5","1",72378.600969,5
"2",38,"3",0,"1","1","5","1","2",4,1,1,0,"2",38,"1","5","1",84843.358338,4.67
"2",45,"3",0,"1","1","4","1","2",4,0,1,0,"2",45,"1","4","1",18395.329849,1.21
"2",63,"3",0,"1","1","3","1","2",4,1,0,1,"1",23,"1","3","1",63776.020341,2.31
"1",64,"2",1,"2","1","3","1","2",1,0,0,1,"1",64,"2","3","3",9358.132077,0.7
"1",32,"2",0,"2","1","4","1","2",2,0,0,0,"1",32,"2","4","1",41290.81872,3.81
"2",24,"4",0,"1","1","3","1","2",5,3,2,0,"2",24,"1","3","5",30571.921215,0.52
"2",80,"1",0,"2","2","1","2","2",5,0,2,2,"1",56,"1","3","3",17702.366641,0.44
"1",22,"4",0,"1","1","2","1","2",4,0,1,0,"2",45,"1","4","5",22747.489484,0.17
"1",65,"4",0,"1","1","5","1","2",2,0,0,1,"1",65,"1","5","1",12192.846617,2.61
"2",43,"1",0,"1","1","4","1","2",7,0,4,0,"1",40,"1","3","6",27720.361125,2.25
"2",32,"3",0,"1","1","3","1","2",1,0,0,0,"2",32,"1","3","3",26003.811546,1.74
"1",38,"3",0,"1","1","2","1","2",2,0,0,0,"1",38,"1","2","4",26546.49976,1.19
"2",43,"2",0,"1","1","1","1","2",2,0,1,0,"2",43,"1","1","1",27317.354393,0.54
"2",80,"4",0,"2","1","3","1","1",3,0,0,2,"1",80,"2","3","1",15898.513571,3.07
"1",54,"1",0,"1","1","3","1","2",5,0,1,0,"1",54,"1","3","6",20270.23083,0.65
"2",23,"3",0,"1","1","4","1","2",1,0,0,0,"2",21,"1","5","5",29340.049115,0.17
"1",55,"4",0,"2","1","3","1","2",4,0,0,0,"2",46,"2","4","1",21091.913688,3.57
"2",37,"7",0,"1","1","4","1","2",7,1,4,0,"2",56,"1","4","3",26003.858466,0.65
"1",42,"3",0,"1","1","5","1","2",3,0,1,0,"1",42,"1","5","6",101070.363063,4.04
"1",31,"3",0,"1","1","5","1","2",1,0,0,0,"1",31,"1","5","5",16074.414331,2
"2",42,"3",0,"1","1","3","1","2",7,0,3,1,"2",42,"1","3","5",58182.339556,1.51
"1",20,"3",0,"1","1","4","1","2",5,0,1,0,"1",52,"1","5","1",90245.717499,3.58
"2",30,"3",0,"1","1","4","1","2",2,1,0,0,"2",30,"1","4","5",41724.452135,1.27
"2",56,"7",0,"1","1","4","1","2",7,1,4,0,"2",56,"1","4","3",22623.573158,0.65
"1",36,"3",0,"1","1","3","1","2",3,0,2,0,"1",36,"1","3","3",19211.134195,1.77
"2",58,"4",0,"1","1","4","1","2",2,0,0,0,"2",58,"1","4","2",20391.44855,0.32
"2",21,"2",0,"1","1","3","1","2",2,0,1,0,"2",21,"1","3","5",27971.682978,0.64
"1",23,"3",0,"1","1","4","1","2",5,0,1,0,"1",48,"1","5","1",99429.770418,2.51
"2",50,"1",0,"2","2","2","2","2",7,1,1,0,"2",50,"2","2","4",19576.245693,0.56
"2",25,"2",0,"2","1","5","2","2",3,0,0,1,"1",61,"2","5","1",32250.202365,3.84
"2",43,"3",0,"1","1","4","1","2",5,1,1,0,"2",43,"1","4","4",14878.09611,1.2
"2",80,"3",0,"1","1","2","1","2",1,0,0,1,"2",80,"1","2","2",28890.44725,1.11
"1",69,"1",0,"1","1","2","1","2",2,0,0,2,"2",64,"1","3","1",18814.734899,1.08
"1",61,"2",0,"2","1","5","2","2",3,0,0,1,"1",61,"2","5","1",10077.931584,3.84
"2",80,"4",0,"2","1","4","1","2",2,0,0,2,"1",78,"2","3","1",26069.702142,0.42
"2",59,"3",0,"1","1","5","1","2",1,0,0,0,"2",59,"1","5","3",25019.610303,0.26
"2",50,"3",0,"1","1","5","1","2",1,0,0,0,"2",50,"1","5","5",93422.475223,5
"1",36,"7",0,"1","1","4","1","2",6,0,3,0,"2",35,"1","4","6",19048.334053,0.95
"1",48,"4",0,"1","1","2","1","2",6,0,0,2,"2",66,"1","2","5",26354.381238,0.33
"2",20,"1",0,"1","1","2","1","2",4,2,0,0,"1",22,"2","4","6",37288.356252,0.59
"2",63,"2",0,"2","1","2","2","2",2,0,0,2,"2",63,"2","2","1",19694.017421,1.1
"2",66,"2",0,"2","1","5","1","2",1,0,0,1,"2",66,"2","5","3",26799.72415,1
"1",25,"6",0,"1","1","5","1","2",5,0,0,0,"1",25,"1","5","5",27104.458963,0.8
"1",40,"4",1,"2","1","5","1","2",3,0,1,0,"1",40,"2","5","1",25060.925719,5
"2",74,"3",0,"1","1","4","1","2",1,0,0,1,"2",74,"1","4","3",42149.132776,5
"1",60,"3",0,"1","1","5","1","2",2,0,0,2,"2",61,"1","5","1",122311.138601,4.13
"1",29,"1",0,"2","2","1","2","2",1,2,0,0,"2",24,"2","3","6",33552.013091,2.44
"1",37,"6",0,"2","2","5","1","2",2,0,0,0,"1",37,"2","5","1",20256.896953,3.22
"1",44,"3",0,"1","1","2","1","2",2,0,0,0,"2",40,"1","2","1",31153.847668,1.16
"2",69,"4",0,"1","1","5","1","2",2,0,0,2,"1",66,"1","5","1",25866.182571,4.84
"1",78,"3",1,"1","1","4","1","2",1,0,0,1,"1",78,"1","4","2",70688.504386,2.61
"1",64,"2",1,"1","1","2","1","2",2,0,0,2,"2",63,"2","2","1",18814.734899,0.89
"2",59,"3",0,"1","1","3","1","2",2,0,0,0,"2",59,"1","3","1",97710.747222,1.93
"1",28,"1",0,"2","2","2","2","2",7,3,3,0,"2",45,"2","1","4",32322.174729,0.56
"2",49,"3",0,"1","1","2","1","2",2,0,0,0,"1",54,"1","4","1",82753.379148,5
"2",78,"3",0,"1","1","4","1","2",2,0,0,2,"2",78,"1","4","1",51836.76364,4.45
"1",63,"3",0,"1","1","3","1","2",5,1,0,1,"2",52,"1","1","6",20871.929909,0.29
"2",51,"3",0,"1","1","5","1","2",5,0,2,0,"1",58,"1","5","1",76567.994811,4.9
"2",46,"3",0,"1","1","3","1","2",1,0,0,0,"2",46,"1","3","4",79004.83557,2.18
"2",80,"3",0,"1","1","5","1","2",1,0,0,1,"2",80,"1","5","2",45775.755656,3.08
"2",34,"3",0,"1","1","4","1","2",6,1,2,1,"1",62,"1","2","3",13377.626277,0.7
"2",42,"3",0,"1","1","5","1","2",4,1,1,0,"2",42,"1","5","1",59610.193774,5
"2",69,"4",0,"1","1","4","1","2",1,0,0,1,"2",69,"1","4","3",14361.229012,0.75
"1",33,"4",0,"1","1","2","1","2",2,0,0,0,"2",48,"1","4","3",26084.032439,1.29
"2",52,"3",0,"1","1","4","1","2",6,3,0,0,"2",52,"1","4","3",25387.099737,0.47
"1",33,"3",0,"1","1","5","1","2",5,1,2,0,"2",32,"1","4","1",55514.676606,3.26
"2",71,"3",0,"1","1","4","1","2",3,0,0,1,"2",71,"1","4","3",46865.504432,2
"1",73,"3",0,"1","1","2","1","2",2,0,0,2,"1",73,"1","2","1",18167.40798,4.45
"1",72,"1",0,"1","1","4","1","2",4,0,0,2,"2",62,"1","4","1",13023.451149,1.19
"2",72,"3",0,"1","1","2","1","2",1,0,0,1,"2",72,"1","2","2",30251.307625,1.61
"2",39,"3",0,"1","1","4","1","2",1,1,2,0,"2",39,"1","4","3",23323.522188,0.56
"2",73,"1",0,"2","2","4","2","1",3,0,0,1,"2",73,"2","4","4",14241.691039,2.56
"2",24,"7",0,"1","1","4","1","2",5,0,0,0,"1",52,"1","3","1",56226.049747,4.06
"2",67,"6",0,"2","1","3","1","2",6,0,2,2,"1",71,"1","5","1",12998.5685,3.17
"2",42,"4",1,"1","1","4","1","2",1,0,0,0,"2",42,"1","4","3",31782.111792,2.79
"1",63,"4",0,"2","1","2","1","2",4,0,1,1,"1",63,"2","2","1",8080.327441,1.68
"2",24,"4",0,"2","1","5","1","2",5,2,0,0,"2",45,"2","2","1",21122.318941,1.11
"2",23,"1",0,"2","2","4","1","2",5,1,1,0,"2",23,"2","4","5",34291.946353,1.07
"1",41,"1",0,"2","2","3","2","2",5,0,2,0,"2",38,"2","1","1",24418.408725,0.73
"1",39,"4",0,"1","1","4","1","2",5,0,3,0,"2",38,"1","4","1",36665.472747,2.33
"2",68,"3",0,"1","1","5","1","2",2,0,0,1,"2",68,"1","5","1",138843.957194,4.45
"2",23,"3",0,"1","1","4","1","2",1,0,0,0,"2",23,"1","4","5",36093.699481,1.31
"2",55,"3",0,"2","1","5","1","2",2,0,0,0,"2",55,"2","5","1",103561.720586,5
"1",29,"6",0,"2","2","4","1","2",3,1,0,0,"1",29,"2","4","3",21814.112075,1.06
"2",23,"1",0,"2","2","2","2","2",4,2,1,0,"2",23,"2","2","4",33293.394398,0.3
"2",20,"3",0,"1","1","4","1","2",4,0,0,0,"1",53,"1","5","1",111249.667369,5
"2",20,"3",0,"1","1","4","1","2",4,0,3,0,"2",46,"1","3","3",48151.370423,1.26
