"RIAGENDR","RIDAGEYR","RIDRETH3","DMQMILIZ","DMDBORN4","DMDCITZN","DMDEDUC2","SIALANG","SIAINTRP","DMDFMSIZ","DMDHHSZA","DMDHHSZB","DMDHHSZE","DMDHRGND","DMDHRAGE","DMDHRBR4","DMDHREDU","DMDHRMAR","WTINT2YR","INDFMPIR"
"2",39,"3",0,"1","1","3","1","2",5,2,1,0,"1",39,"1","3","1",72403.311808,2.15
"2",46,"3",0,"1","1","4","1","2",3,0,0,0,"2",46,"1","4","3",18310.246982,3.17
"2",55,"3",0,"1","1","2","1","2",1,0,0,0,"2",55,"1","2","6",21305.084054,0.44
"2",36,"3",0,"1","1","5","1","2",5,3,0,0,"1",36,"1","5","1",54294.901447,5
"2",80,"6",0,"2","2","1","1","2",5,0,2,1,"1",40,"2","2","1",24968.663008,4.35
"1",44,"4",0,"1","1","3","1","2",6,0,0,2,"2",66,"1","2","5",26354.381238,0.33
"1",34,"3",0,"1","1","5","1","2",1,0,0,0,"1",34,"1","5","3",22932.56598,5
"2",28,"1",0,"1","1","4","1","2",5,1,0,1,"2",28,"1","4","5",19370.330115,0.54
"1",78,"4",0,"2","1","3","1","2",2,0,0,2,"1",78,"2","3","1",15005.531761,0.42
"2",35,"3",0,"1","1","5","1","2",4,0,2,0,"2",35,"1","5","1",46171.598386,5
"2",22,"4",0,"1","1","3","1","2",6,0,4,0,"2",38,"2","4","3",21940.128556,1.33
"1",66,"4",0,"1","1","5","1","2",2,0,0,2,"1",66,"1","5","1",10631.757338,5
"1",28,"3",0,"1","1","5","1","2",1,0,0,0,"1",28,"1","5","5",77610.834877,5
"2",62,"2",0,"2","1","4","1","2",4,0,1,1,"2",62,"2","4","1",13530.848271,1.44
"2",27,"3",0,"1","1","3","1","2",1,0,0,0,"2",27,"1","3","5",72205.619595,1.71
"2",64,"4",0,"1","1","3","1","2",1,0,0,1,"2",64,"1","3","3",20531.722188,2.61
"2",47,"3",0,"1","1","5","1","2",4,0,2,0,"2",47,"1","5","1",89307.342969,3.4
"2",28,"4",0,"2","2","3","1","2",6,1,3,0,"2",28,"2","3","1",21940.128556,0.32
"1",78,"4",1,"1","1","1","1","2",1,0,0,1,"1",78,"1","1","4",9090.294286,1.04
"2",67,"1",0,"2","1","4","2","2",2,0,0,1,"2",67,"2","4","3",10878.008346,1.61
"1",25,"3",0,"1","1","4","1","2",4,0,0,0,"2",22,"1","2","1",34831.110476,0.85
"2",60,"4",0,"1","1","3","1","2",2,0,0,1,"1",58,"1","3","1",17833.992838,2.06
"2",34,"7",0,"1","1","5","1","2",5,2,1,0,"2",34,"1","5","1",107737.369017,2.47
"2",49,"2",0,"1","1","4","1","2",1,0,0,0,"2",49,"1","4","3",19421.851122,3.86
"1",39,"3",1,"1","1","3","1","2",2,0,0,0,"1",39,"1","3","1",97605.231808,2.54
"2",26,"2",0,"2","2","3","1","2",2,0,0,0,"1",26,"2","2","1",34454.711024,1.93
"2",38,"3",0,"1","1","4","1","2",1,0,1,0,"2",38,"1","4","2",25475.030114,1.71
"2",37,"3",0,"1","1","4","1","2",3,1,1,0,"2",37,"1","4","5",25480.382387,0.59
"1",53,"3",1,"2","1","5","1","2",5,0,3,0,"1",53,"2","5","1",24960.290688,1.11
"2",29,"1",0,"1","1","4","1","2",5,0,2,1,"2",29,"1","4","5",30099.494157,0.71
"1",71,"3",0,"2","1","5","1","2",2,0,0,2,"1",71,"2","5","1",55327.202768,5
"2",30,"3",0,"1","1","4","1","2",4,0,2,0,"1",36,"2","2","1",24427.40549,1.06
"1",62,"2",0,"2","1","4","2","2",2,0,0,1,"1",62,"2","4","3",14560.589535,1.35
"2",55,"2",0,"2","2","2","2","2",4,0,0,1,"1",60,"2","3","1",31263.197044,1.12
"1",80,"3",1,"1","1","5","1","2",2,0,0,2,"2",80,"1","4","1",22208.518877,5
"1",33,"7",0,"1","1","5","1","2",4,0,2,0,"1",33,"1","5","6",19590.590982,5
"2",65,"3",0,"1","1","4","1","2",1,0,0,1,"2",65,"1","4","3",77685.526949,3.05
"2",32,"3",0,"1","1","4","1","2",6,1,2,0,"1",40,"1","4","1",24123.656641,1.09
"2",74,"3",0,"1","1","4","1","2",2,0,0,2,"1",73,"1","3","1",77762.916638,1.55
"1",51,"3",0,"1","1","2","1","2",1,0,0,0,"2",50,"1","4","1",26156.803734,0.69
"1",21,"3",0,"1","1","4","1","2",1,0,0,0,"1",21,"1","4","5",35395.408982,1.03
"1",55,"4",1,"1","1","4","1","2",2,0,0,1,"1",55,"1","4","1",22961.016712,4.64
"1",43,"3",0,"1","1","5","1","2",5,0,2,0,"1",55,"1","5","6",50832.77301,5
"1",80,"6",0,"2","1","5","1","2",1,0,0,1,"1",80,"2","5","5",14379.870926,5
"2",69,"1",0,"2","1","1","2","2",4,1,0,1,"2",33,"1","4","1",15239.155551,1.91
"2",34,"3",0,"1","1","5","1","2",3,1,1,0,"2",34,"1","5","4",27397.243211,0.31
"1",80,"3",1,"1","1","4","1","2",2,0,0,1,"1",80,"1","4","2",13998.289096,1.21
"1",79,"4",1,"1","1","1","1","2",1,0,0,1,"1",79,"1","1","3",7721.874241,2.09
"2",80,"2",0,"1","1","2","1","2",2,0,0,1,"2",80,"1","2","2",13036.074129,2.06
"2",52,"7",0,"1","1","2","1","2",4,0,0,1,"2",52,"1","2","5",32977.447451,1.04
"1",74,"4",1,"1","1","4","1","2",5,1,0,2,"1",74,"1","4","1",19006.997633,1.27
"1",41,"1",0,"2","1","3","1","2",4,0,0,0,"1",41,"2","3","1",24131.107707,4.71
"2",60,"3",0,"1","1","5","1","2",2,0,0,1,"2",60,"1","5","1",109112.310667,5
"1",20,"3",0,"1","1","4","1","2",3,0,0,0,"1",51,"1","5","1",92589.241822,5
"2",66,"4",0,"1","1","3","1","2",3,0,1,1,"2",66,"1","3","5",15333.439922,0.46
"1",46,"2",0,"2","2","3","2","2",5,1,2,0,"1",46,"2","3","6",26654.6478,0.58
"2",80,"1",0,"2","2","1","2","2",1,0,0,1,"2",80,"2","1","2",15174.746412,0.73
"2",80,"2",0,"1","1","3","1","2",3,0,0,2,"2",57,"1","5","1",9256.428024,2.56
"1",75,"3",1,"1","1","2","1","2",4,1,0,1,"1",75,"1","2","1",12485.188593,0.45
"2",23,"3",0,"1","1","4","1","2",3,0,0,1,"2",50,"1","5","1",71495.931998,4.4
"2",80,"3",0,"1","1","5","1","2",2,0,0,2,"2",80,"1","5","5",46701.959733,5
"1",20,"4",0,"1","1","2","1","2",4,0,1,2,"1",64,"1","4","1",26639.787559,2.12
"1",72,"3",1,"1","1","2","1","2",1,0,0,1,"1",72,"1","2","3",21347.554443,0.96
"2",25,"1",0,"1","1","4","1","2",3,0,0,0,"2",53,"1","5","1",37741.704599,5
"2",52,"3",0,"1","1","3","1","2",2,0,0,0,"1",54,"1","5","1",141195.432919,5
"1",25,"6",0,"1","1","5","1","2",4,0,0,2,"1",60,"2","5","1",18866.606519,2.31
"2",39,"2",0,"2","1","5","1","2",1,0,0,0,"2",39,"2","5","5",35835.500991,0.51
"2",31,"3",0,"1","1","3","1","2",4,1,0,0,"1",33,"1","4","1",88919.372216,1.78
"2",28,"6",0,"2","1","4","1","2",1,0,0,0,"2",28,"2","4","6",22980.786324,3.13
"2",80,"3",0,"1","1","2","1","2",3,0,0,3,"1",62,"1","5","1",36941.341189,5
"1",33,"4",0,"2","2","4","1","2",2,0,0,0,"2",27,"1","5","1",26411.218934,5
"1",23,"3",0,"1","1","5","1","2",3,0,0,2,"1",61,"1","4","1",78351.785657,5
"1",55,"3",1,"1","1","3","1","2",4,0,0,1,"1",55,"1","3","4",145512.893663,1.46
"2",21,"3",0,"1","1","2","1","2",1,0,0,2,"1",68,"1","4","1",75637.623088,1.2
"2",71,"3",0,"1","1","1","1","2",1,0,0,1,"2",71,"1","1","3",30776.203331,1.03
"1",24,"6",0,"1","1","5","1","2",3,0,1,0,"1",24,"1","5","5",22895.014225,4.1
"1",42,"3",0,"1","1","4","1","2",2,0,0,0,"1",42,"1","4","3",19350.630995,1.61
"1",52,"3",0,"1","1","5","1","2",3,0,0,0,"2",52,"1","5","1",110394.219986,5
"2",30,"4",0,"1","1","3","1","2",7,0,1,0,"2",57,"1","1","5",27973.203758,0.57
"1",67,"4",1,"1","1","3","1","2",2,0,0,2,"1",67,"1","3","1",11536.172672,2.58
"2",30,"2",0,"2","2","3","2","2",5,2,1,0,"2",30,"2","3","1",24622.347741,0.57
"1",51,"4",0,"1","1","5","1","2",1,0,0,0,"1",51,"1","5","5",15738.592398,1.71
"2",26,"6",0,"1","1","4","1","2",2,0,0,0,"2",55,"2","5","3",28044.111574,5
"2",23,"1",0,"1","1","2","1","2",3,0,0,0,"2",50,"2","1","1",22151.376726,2.63
"2",59,"1",0,"1","1","2","1","2",2,0,0,0,"1",55,"1","1","1",31263.197044,1.29
"1",59,"6",0,"2","1","4","1","1",2,0,0,0,"1",59,"2","4","1",14288.123343,4.51
"1",46,"3",0,"1","1","5","1","2",1,0,0,0,"1",46,"1","5","3",88295.532566,5
"2",58,"4",0,"1","1","4","1","2",4,0,2,0,"2",58,"1","4","3",25586.590224,1.49
"1",65,"3",1,"1","1","3","1","2",4,0,0,2,"1",65,"1","3","1",120515.626784,2.12
"2",55,"3",0,"1","1","4","1","2",2,0,0,0,"2",55,"1","4","1",91158.165654,5
"2",40,"6",0,"2","2","5","1","2",4,0,2,0,"1",43,"2","5","1",18845.22475,5
"2",66,"4",0,"1","1","4","1","2",1,0,0,1,"2",66,"1","4","3",15100.149369,1.39
"2",49,"3",0,"1","1","5","1","2",2,0,0,0,"1",50,"1","5","1",110329.841536,5
"2",28,"3",0,"1","1","4","1","2",5,3,0,0,"1",31,"1","4","1",65978.73457,2.22
"2",48,"3",0,"1","1","4","1","2",1,0,0,0,"2",48,"1","4","5",99061.955181,1.71
"2",44,"1",0,"1","1","3","1","2",1,0,0,0,"2",44,"1","3","1",34790.101312,1.46
"1",62,"1",0,"2","1","2","2","2",3,0,0,1,"1",58,"2","2","1",11121.019574,1.52
"2",26,"6",0,"1","1","5","1","2",3,0,0,0,"1",59,"2","5","1",27705.52989,5
"2",49,"4",0,"1","1","3","1","2",5,0,3,1,"2",70,"1","4","3",22039.096955,0.54
"2",23,"3",0,"1","1","5","1","2",2,0,0,0,"2",23,"1","5","1",111249.667369,5
"2",34,"2",0,"1","1","3","1","2",1,0,0,1,"2",80,"1","2","2",37497.94644,0.73
"1",72,"3",0,"1","1","5","1","2",2,0,0,2,"1",72,"1","5","1",73248.820642,5
"2",79,"3",0,"1","1","4","1","2",2,0,0,2,"1",80,"1","3","1",63709.667069,1.21
"2",35,"3",0,"1","1","4","1","2",4,1,1,1,"2",61,"1","2","2",34137.914483,1.23
"1",58,"6",0,"2","1","2","1","2",1,0,0,0,"1",58,"2","2","4",14497.659262,4.28
"2",30,"2",0,"2","1","4","1","2",5,0,3,0,"1",42,"1","5","1",34344.3088,3.63
"1",21,"4",0,"1","1","4","1","2",3,1,0,0,"1",21,"1","4","6",34027.164457,0.35
"2",60,"3",0,"1","1","4","1","2",1,0,0,1,"2",60,"1","4","5",40802.646056,1.03
"1",39,"3",0,"1","1","4","1","2",1,0,0,0,"1",39,"1","4","6",21698.182164,0.78
"1",38,"3",0,"1","1","5","1","2",4,1,1,0,"2",37,"1","5","1",71255.603898,4.19
"2",39,"2",0,"1","1","5","1","2",3,0,0,0,"2",39,"1","5","6",31460.529451,2.05
"1",70,"3",1,"1","1","3","1","2",2,0,0,2,"1",70,"1","3","1",67577.135154,1.14
"2",47,"6",0,"1","1","5","1","2",5,0,3,0,"1",41,"2","1","1",14331.774395,4.53
"1",55,"3",0,"1","1","4","1","2",2,0,0,0,"1",55,"1","4","3",112101.255873,5
"1",32,"3",0,"1","1","3","1","2",5,1,2,0,"2",22,"1","4","6",18368.704295,0.33
"2",45,"2",0,"2","2","5","2","2",2,0,0,0,"1",57,"2","3","1",42280.680232,4.84
"2",67,"3",0,"1","1","4","1","2",2,0,0,2,"1",72,"1","1","1",89634.759203,1.74
"2",26,"3",0,"1","1","4","1","2",2,1,2,0,"2",39,"1","4","3",34552.616639,0.1
"1",70,"3",1,"1","1","4","1","2",1,0,0,1,"1",70,"1","4","3",25966.636989,1.26
"2",80,"3",0,"1","1","3","1","2",1,0,0,1,"2",80,"1","3","5",47633.108974,1.22
"2",72,"3",0,"1","1","4","1","2",2,0,0,2,"2",72,"1","4","1",57661.929235,5
"2",80,"3",0,"1","1","1","1","2",2,0,0,1,"1",59,"1","3","3",32421.893577,0.84
"1",35,"7",0,"1","1","4","1","2",3,1,0,0,"1",47,"1","4","1",15058.98154,1.02
"1",58,"3",1,"1","1","4","1","2",1,0,0,0,"1",58,"1","4","2",22661.68558,1.31
"2",51,"4",0,"1","1","5","1","2",3,0,1,0,"2",51,"1","5","2",26265.026886,1.31
"1",45,"1",0,"2","2","2","1","2",4,0,2,0,"2",39,"2","3","1",24995.528724,1.47
"2",39,"6",0,"2","2","2","1","2",7,1,3,0,"2",39,"2","2","1",16968.540319,0.88
"1",44,"6",0,"1","1","5","1","2",4,1,1,0,"2",38,"1","5","1",17439.861606,5
"2",60,"4",0,"1","1","4","1","2",5,0,0,1,"2",60,"1","4","5",17833.992838,1.74
"2",31,"3",0,"1","1","4","1","2",2,0,0,0,"2",31,"1","4","1",69839.334304,5
"2",32,"6",0,"2","1","5","1","2",4,0,0,0,"1",59,"2","4","1",14158.254438,4.25
"1",21,"7",0,"1","1","5","1","2",4,0,1,0,"1",58,"1","5","1",20702.629494,5
"1",62,"3",1,"1","1","3","1","2",1,0,0,1,"1",62,"1","3","2",23626.438743,1.12
"1",62,"3",0,"1","1","3","1","2",2,0,0,1,"1",62,"1","3","3",87531.292757,5
"1",69,"2",0,"2","2","5","1","2",2,0,0,2,"1",69,"2","5","1",8118.758482,1.61
"1",67,"4",0,"1","1","5","1","2",2,0,0,2,"1",67,"1","5","1",15729.083604,5
"1",25,"3",0,"1","1","5","1","2",2,0,0,0,"1",27,"1","5","5",78135.833105,4.19
"1",59,"3",0,"1","1","3","1","2",1,0,0,0,"1",59,"1","3","5",102580.29517,3.64
"2",44,"1",0,"2","2","1","2","2",7,0,0,0,"2",39,"2","1","1",17828.785872,1.94
"1",29,"4",0,"1","1","4","1","2",1,0,0,0,"1",29,"1","4","5",22993.294873,2.74
"1",42,"7",0,"2","2","4","1","2",6,0,1,0,"2",42,"2","3","1",10667.004813,1.56
"1",30,"6",0,"2","2","3","1","2",4,0,2,0,"2",30,"2","3","1",15063.580156,1.55
"1",63,"7",0,"1","1","2","1","2",2,0,0,2,"1",63,"1","2","1",10279.214263,2.19
"2",49,"3",0,"1","1","4","1","2",1,0,0,1,"2",49,"1","4","3",91249.402337,5
"2",58,"3",0,"1","1","5","1","2",2,0,0,0,"1",59,"1","5","1",139870.360101,5
"2",35,"3",0,"1","1","2","1","2",5,0,3,0,"1",34,"1","2","6",25279.925279,0.9
"1",50,"3",0,"1","1","3","1","2",1,0,0,0,"1",50,"1","3","5",75163.150973,3.86
"2",52,"3",0,"1","1","3","1","2",2,0,0,0,"2",34,"1","3","1",23161.868157,1.08
"2",43,"1",0,"2","2","2","2","2",7,1,3,0,"1",44,"2","3","1",26541.925537,1.14
"2",24,"3",0,"1","1","4","1","2",7,1,3,0,"2",50,"1","4","1",68242.194535,5
"1",57,"3",0,"1","1","3","1","2",3,0,0,0,"2",20,"1","3","5",21386.762206,1.52
"1",38,"1",0,"2","2","4","1","2",6,1,3,0,"2",33,"2","4","1",38344.722884,1.3
"2",67,"6",0,"2","2","5","1","2",1,0,0,1,"2",67,"2","5","3",22988.837897,1.03
"1",55,"3",0,"2","2","4","1","2",2,0,0,0,"2",48,"1","4","1",100747.146655,2.9
"2",20,"3",0,"1","1","4","1","2",5,0,2,0,"2",48,"1","5","2",66927.792276,4.3
"2",42,"4",0,"1","1","3","1","2",1,0,0,0,"2",42,"1","3","5",31035.803639,0.87
"2",52,"3",0,"1","1","5","1","2",3,0,0,0,"1",53,"1","5","1",144382.307201,5
"2",32,"3",0,"1","1","5","1","2",4,2,0,0,"1",32,"1","5","1",73030.053908,4.61
"1",29,"4",0,"1","1","2","1","2",3,1,0,0,"1",29,"1","2","6",30023.167309,0.82
"1",26,"3",0,"1","1","2","1","2",1,0,0,0,"2",29,"1","5","6",50379.618874,2.57
"1",26,"1",0,"1","1","2","1","2",7,2,1,0,"2",48,"1","3","3",40079.239311,0.35
"2",69,"3",0,"1","1","2","1","2",1,0,0,1,"2",69,"1","2","2",31968.097607,1.3
"2",43,"4",0,"1","1","2","1","2",1,0,0,0,"2",43,"1","2","5",25701.696795,0.04
"2",70,"3",0,"1","1","4","1","2",2,0,0,2,"1",70,"1","5","1",64287.831024,5
"2",21,"3",0,"1","1","4","1","2",4,0,0,0,"1",53,"1","4","1",83168.435837,5
"1",64,"1",0,"2","1","1","2","2",2,0,0,2,"1",64,"2","1","1",12968.406808,0.7
"2",57,"3",0,"1","1","4","1","2",2,0,0,0,"1",56,"1","4","1",131622.39597,5
"1",64,"3",1,"1","1","3","1","2",1,0,0,1,"1",64,"1","3","3",89854.825647,3.31
"1",80,"3",1,"1","1","5","1","2",1,0,0,1,"1",80,"1","5","2",19302.542605,4.93
"2",70,"3",0,"1","1","4","1","2",1,0,0,1,"2",70,"1","4","2",37788.739135,3.26
"1",31,"3",0,"1","1","5","1","2",3,1,0,0,"1",31,"1","5","1",84120.656677,4.92
"2",46,"3",0,"1","1","5","1","2",4,0,2,0,"1",46,"1","5","1",74990.624879,5
"2",25,"3",0,"1","1","4","1","2",3,0,0,0,"1",54,"1","2","1",91534.340264,5
"1",53,"6",0,"2","1","5","1","2",4,0,0,0,"1",53,"2","5","3",10341.444146,3.35
"1",56,"1",0,"2","1","3","2","2",7,2,0,0,"2",25,"1","5","5",16347.065312,0.68
"1",73,"6",0,"2","1","4","1","2",2,0,1,1,"1",73,"2","4","3",12560.417823,1.27
"2",22,"7",0,"1","1","4","1","2",4,0,0,0,"1",40,"1","3","1",22972.880828,3.4
"2",28,"4",0,"1","1","4","1","2",2,0,1,0,"2",28,"1","4","5",26197.604584,0.71
"1",60,"4",0,"1","1","4","1","2",1,0,0,1,"1",60,"1","4","3",10279.214263,0.6
"2",50,"3",0,"1","1","5","1","2",4,0,1,0,"2",50,"1","5","1",99103.834868,1.51
"2",73,"4",0,"2","1","4","1","2",1,0,0,1,"2",73,"2","4","2",17362.511974,0.77
"2",67,"4",0,"1","1","2","1","2",6,0,3,1,"2",67,"1","2","2",19750.103128,0.56
"1",45,"3",0,"1","1","4","1","2",3,0,2,0,"1",45,"1","4","3",125347.223976,2.41
"2",29,"3",0,"1","1","3","1","2",2,0,0,0,"2",29,"1","3","5",93806.110061,3.38
"1",80,"3",1,"1","1","4","1","2",2,0,0,2,"1",80,"1","4","1",28874.23919,5
"1",47,"2",0,"2","2","3","1","2",1,0,0,0,"1",47,"2","3","3",22921.482522,1.7
"2",37,"3",0,"1","1","5","1","2",2,0,1,0,"2",37,"1","5","5",86688.344802,2.54
"2",47,"4",0,"1","1","3","1","2",2,0,0,0,"2",47,"1","3","5",29608.593236,0.77
"2",74,"3",0,"1","1","2","1","2",4,0,0,1,"2",74,"1","2","2",18137.065768,1.01
"1",68,"3",0,"2","1","4","1","2",1,0,0,2,"1",68,"2","4","6",89756.345489,3.48
"1",30,"6",0,"2","2","5","1","2",1,0,0,0,"1",30,"2","5","1",20648.03403,5
"1",25,"2",0,"1","1","4","1","2",5,2,2,0,"1",25,"1","4","4",40362.045231,1.07
"1",33,"6",0,"2","1","5","1","2",2,0,0,0,"1",33,"2","5","1",29912.975792,5
"2",28,"2",0,"2","2","2","1","2",2,0,0,0,"2",28,"2","2","6",31566.701598,4.77
"2",36,"6",0,"2","1","2","1","1",5,1,0,1,"2",57,"2","2","1",13316.532307,2.18
"1",26,"3",0,"1","1","4","1","2",3,0,0,0,"2",57,"1","5","3",56795.494669,4.81
"1",52,"3",1,"1","1","4","1","2",3,0,0,0,"2",50,"1","4","1",17386.370587,0.35
"1",80,"3",0,"1","1","5","1","2",2,0,0,2,"2",79,"1","5","1",30464.571461,5
"1",42,"3",0,"1","1","5","1","2",4,1,1,0,"2",42,"1","5","1",65886.975234,5
"2",27,"3",0,"1","1","2","1","2",3,0,1,0,"2",27,"1","2","5",66665.513162,1.14
"2",50,"4",0,"1","1","2","1","2",3,0,2,0,"2",50,"1","2","2",26265.026886,1.06
"2",66,"4",0,"1","1","4","1","2",2,0,0,2,"1",77,"1","3","1",14361.229012,1.93
"2",62,"4",0,"1","1","4","1","2",4,2,1,1,"2",62,"1","4","3",15747.862233,1.74
"2",21,"3",0,"1","1","5","1","2",3,0,0,0,"1",53,"1","5","1",114838.366317,5
"2",38,"6",0,"1","1","4","1","2",4,0,2,0,"1",40,"1","4","1",14158.254438,5
"2",55,"4",0,"1","1","3","1","2",1,0,0,0,"2",55,"1","3","4",22308.018541,3.26
"1",54,"1",0,"1","1","1","1","2",3,0,0,1,"1",62,"2","4","6",31463.897254,1.84
"2",72,"3",1,"1","1","4","1","2",5,1,0,2,"1",64,"1","4","1",41406.742246,0.97
"2",42,"1",0,"2","1","3","2","2",4,0,2,0,"2",42,"2","3","1",25234.514823,0.9
"1",42,"1",0,"2","2","1","2","2",6,1,1,0,"1",42,"2","1","1",35100.900844,1.33
"1",34,"3",0,"1","1","3","1","2",1,0,0,0,"1",34,"1","3","5",17409.646343,0.08
"2",34,"6",0,"2","2","5","1","2",3,1,0,0,"1",35,"2","5","1",28725.219135,5
"1",80,"4",1,"1","1","3","1","2",2,0,0,2,"1",61,"1","4","6",19032.637083,5
"2",57,"3",0,"1","1","3","1","2",5,1,0,0,"1",55,"1","3","1",103581.494804,1.79
"2",63,"3",0,"1","1","5","1","2",1,0,0,1,"2",63,"1","5","5",68874.921408,5
"2",68,"6",0,"2","1","5","1","2",5,1,0,2,"1",43,"2","4","1",17004.893938,3.48
"2",54,"3",0,"1","1","4","1","2",2,0,0,0,"1",58,"1","2","1",26925.631794,5
"1",45,"4",0,"1","1","4","1","2",4,0,1,0,"2",42,"1","4","1",17119.896938,5
"2",72,"3",0,"1","1","2","1","2",2,0,0,2,"1",77,"1","3","1",48247.111923,3.35
"2",20,"7",0,"1","1","3","1","2",7,1,1,0,"2",49,"1","2","1",20094.060881,0.83
"1",23,"3",0,"1","1","5","1","2",1,0,0,0,"1",23,"1","5","5",90436.00364,0.26
"1",60,"3",0,"1","1","4","1","2",3,0,0,1,"1",60,"1","4","1",80442.325371,5
"2",24,"1",0,"2","2","3","2","2",1,2,0,0,"2",24,"2","3","6",28779.662024,1.74
"2",40,"4",1,"1","1","4","1","2",2,0,1,0,"2",40,"1","4","3",32040.003069,4.58
"1",64,"6",0,"2","1","4","1","1",3,0,0,3,"2",64,"2","2","1",14532.864116,0.87
"1",27,"7",0,"1","1","2","1","2",1,1,0,0,"1",27,"1","2","6",39612.798836,2.39
"1",60,"4",0,"1","1","2","1","2",1,0,0,1,"1",60,"1","2","5",10309.618463,1.03
"2",50,"4",0,"1","1","3","1","2",2,0,0,0,"2",50,"1","3","5",27252.596772,0.77
"2",72,"3",0,"1","1","3","1","2",5,0,0,3,"1",72,"1","2","1",44717.216639,4.48
"2",78,"6",0,"2","1","3","1","2",2,0,0,1,"1",48,"1","5","3",32235.928117,5
"2",52,"3",0,"1","1","2","1","2",1,0,0,0,"2",52,"1","2","3",73536.131435,4.35
"2",33,"1",0,"2","2","1","2","2",6,0,4,0,"2",33,"2","1","5",29921.555796,0.54
"1",63,"4",0,"1","1","4","1","2",1,0,0,1,"1",63,"1","4","2",9294.477003,0.72
"2",62,"3",0,"1","1","3","1","2",1,0,0,2,"2",62,"1","3","5",89634.759203,2.96
"2",37,"3",0,"1","1","4","1","2",2,0,1,0,"2",37,"1","4","3",69789.839038,2.86
"2",24,"3",0,"1","1","2","1","2",2,1,0,0,"2",24,"1","2","5",37211.840958,0.09
"2",70,"3",0,"1","1","4","1","2",2,0,0,2,"1",71,"1","4","1",44717.216639,3.81
"2",48,"2",0,"1","1","3","1","2",7,2,1,0,"2",48,"1","3","3",26541.925537,0.35
"2",73,"3",0,"1","1","4","1","2",2,0,0,2,"1",80,"1","3","1",35964.29793,1.55
"2",37,"6",0,"2","2","4","1","2",4,1,1,0,"2",37,"2","4","1",12106.792344,4.19
"1",49,"4",0,"2","2","1","1","1",5,1,2,0,"1",49,"2","1","1",19776.041932,1.16
"1",28,"4",0,"1","1","3","1","2",4,0,2,0,"1",28,"1","3","5",23262.918867,2.04
"2",62,"1",0,"1","1","2","1","2",2,0,0,1,"2",62,"1","2","1",15297.440213,2.9
"1",44,"6",0,"2","1","4","1","2",4,0,2,0,"2",46,"2","4","1",13518.565448,4.03
"2",30,"4",0,"1","1","3","1","2",5,1,3,0,"2",30,"1","3","5",21424.319868,0.02
"2",39,"3",0,"1","1","5","1","2",1,0,0,0,"2",39,"1","5","5",96350.526808,5
"1",29,"6",0,"2","1","5","1","2",2,0,0,0,"1",29,"2","5","1",24130.820416,3.81
"2",47,"3",0,"1","1","3","1","2",2,0,0,0,"1",34,"2","3","1",22066.417032,0.64
"1",53,"3",1,"1","1","3","1","2",2,0,0,0,"2",53,"1","4","1",113750.835861,5
"2",80,"3",0,"1","1","3","1","2",1,0,0,1,"2",80,"1","3","2",42226.657141,1.57
"2",71,"2",0,"2","1","2","2","2",2,0,0,1,"2",71,"2","2","1",10759.695107,5
"2",31,"1",0,"1","1","4","1","2",7,1,4,0,"2",31,"1","4","1",44058.272543,2.11
"1",32,"4",0,"1","1","4","1","2",4,1,1,0,"2",27,"1","4","5",29709.029952,1.09
"1",65,"4",1,"1","1","3","1","2",1,0,0,1,"1",65,"1","3","1",10238.123311,1.6
"2",24,"2",0,"1","1","3","1","2",1,0,0,0,"2",24,"1","3","5",38966.281356,0.86
"2",23,"6",0,"2","2","4","1","2",4,2,0,0,"1",33,"2","4","1",24995.649487,1.27
"2",69,"3",0,"1","1","4","1","2",1,0,0,1,"2",69,"1","4","3",26185.700319,0.94
"1",61,"3",0,"1","1","3","1","2",7,0,3,1,"2",42,"1","3","5",87281.736911,1.51
"2",80,"3",0,"1","1","5","1","2",2,0,0,2,"2",80,"1","5","1",37262.530651,3.34
"2",51,"3",0,"1","1","4","1","2",1,0,0,0,"2",51,"1","4","5",26128.790074,0.91
"2",34,"3",0,"1","1","5","1","2",4,0,2,0,"1",37,"1","5","1",73013.849499,3.14
"1",44,"1",0,"2","2","1","2","2",7,3,2,0,"2",38,"2","1","1",34445.114122,0.94
"1",52,"1",0,"2","1","3","2","2",2,0,0,1,"2",62,"1","2","1",27197.451967,2.9
"1",56,"4",1,"1","1","3","1","2",1,0,0,0,"1",56,"1","3","4",21054.4977,3.43
"2",66,"3",0,"1","1","4","1","2",5,2,0,2,"1",61,"1","2","1",46623.986221,2.04
"1",35,"3",0,"1","1","5","1","2",2,0,0,0,"1",35,"1","5","1",75016.834772,5
"2",33,"3",0,"1","1","4","1","2",4,0,2,0,"1",40,"1","3","6",75506.07765,3.18
"1",76,"1",0,"2","1","4","1","2",3,0,0,2,"2",71,"2","4","1",7073.425565,1.82
"2",22,"3",0,"1","1","3","1","2",4,2,0,0,"2",22,"1","3","1",45446.446086,0.89
"2",76,"4",0,"1","1","1","1","2",4,0,1,1,"2",76,"1","1","5",14021.505657,0.34
"2",80,"3",0,"1","1","4","1","2",2,0,0,1,"1",58,"1","5","3",43021.050001,1.51
"2",41,"2",1,"1","1","5","1","2",2,0,1,0,"2",41,"1","5","3",29138.511353,2.78
"1",70,"1",0,"1","1","3","1","2",2,0,0,2,"2",67,"1","2","1",11140.687817,2.42
