group,Reagan,DotCom,GreatRec,COVID19
Hispanic,7.966666666666665,-0.7666666666666657,5.199999999999999,-0.09999999999999787
Black,4.733333333333334,0.33333333333333215,2.833333333333332,-0.6666666666666643
All,3.633333333333333,0.5333333333333332,2.633333333333333,0.06666666666666643
White,3.2333333333333325,-0.033333333333333215,1.6666666666666679,0.16666666666666607
Asian,NA,0.7666666666666675,1.9666666666666668,0.16666666666666785
