"SEQN","RIDAGEYR","DMDHRAGE","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA","INDHHIN2","INDFMIN2","INDFMPIR"
73557,69,69,13281.237386,13481.042095,1,112,4,4,0.84
73558,54,54,23682.057386,24471.769625,1,108,7,7,1.78
73559,72,72,57214.803319,57193.285376,1,109,10,10,4.51
73560,9,33,55201.178592,55766.512438,2,109,9,9,2.52
73561,73,78,63709.667069,65541.871229,2,116,15,15,5
73562,56,56,24978.144602,25344.992359,1,111,9,9,4.79
73563,0,31,18040.818432,17913.555067,1,105,15,15,5
73564,61,61,60325.095254,61758.65488,1,114,10,10,5
73565,42,42,23307.675629,0,2,106,15,15,5
73566,56,56,16351.78314,17480.115175,1,112,4,4,0.48
73567,65,65,34002.622995,34795.429301,2,112,3,3,1.2
73568,26,26,89514.433218,91523.516048,2,113,15,15,5
73570,9,43,11913.818655,12071.467415,2,115,5,5,0.84
73571,76,76,46988.470276,46190.114005,1,116,14,14,5
73572,10,30,11689.376908,12764.396165,2,111,2,2,0.41
73573,10,44,6403.212786,6460.787962,2,106,8,8,1.79
73574,33,33,14155.313,15397.219846,2,114,8,8,2.1
73575,1,19,7574.950558,7721.542396,2,116,3,3,0.76
73576,16,35,12433.748735,12665.77009,1,104,8,8,1.58
73577,32,32,36284.650273,39735.01707,2,118,5,2,0.29
73578,18,60,11592.846429,11758.631127,2,118,5,5,0.58
73579,12,38,63248.989522,70708.03403,1,110,10,10,2.97
73581,50,50,15902.418122,16764.260669,2,106,15,15,5
73582,23,23,30197.081366,31181.886343,1,108,3,3,0.69
73583,7,44,47574.649392,48196.409412,1,110,15,15,5
73584,13,38,72700.381729,72182.239545,1,105,9,9,3.07
73585,28,28,18063.143861,18590.965473,1,110,7,7,2.26
73586,4,33,11635.2408,13569.677359,1,116,6,6,1.27
73587,14,32,16220.740896,15523.094127,2,115,15,15,3.33
73588,11,31,8424.955223,8291.078844,1,109,6,6,1.54
73589,35,35,57197.640964,61374.100237,1,114,5,5,1.74
73590,2,24,12254.739004,12849.217833,1,106,5,5,0.8
73591,6,40,46374.787475,51133.1337,2,114,15,15,5
73592,29,24,64083.310917,68450.779634,2,107,12,6,2.14
73593,3,36,57942.40529,59265.550305,2,113,15,15,4.19
73594,23,40,38818.867179,45736.924249,2,112,5,5,0.45
73595,58,58,25352.868636,25027.722535,1,111,8,8,3.09
73596,57,59,16103.986881,16152.838244,2,106,15,15,5
73597,50,51,37889.887895,38185.196521,1,111,15,6,2.18
73599,13,39,25841.530979,27288.181037,2,107,8,6,1.52
73600,37,37,19725.408052,20786.063147,1,114,5,5,0.63
73601,12,41,17430.855215,18842.869403,1,115,14,14,3.82
73603,35,27,16870.916427,18698.337962,2,104,14,14,3.77
73604,69,68,74230.336609,74721.457945,1,117,10,6,2.44
73605,13,54,58023.09034,57916.08746,1,116,15,15,4.25
73606,16,42,36814.400739,39507.031397,1,117,14,14,3.23
73607,75,70,17787.940939,18688.69332,2,116,4,4,1.08
73608,3,38,6029.734531,6293.309092,1,118,3,3,0.42
73609,11,32,12006.043856,12465.530134,1,116,6,6,1.09
73610,43,43,73295.590253,75125.756577,2,112,10,10,2.03
73611,3,40,14503.525703,15381.008532,2,112,5,5,0.45
73612,6,39,9076.017134,9316.851211,1,112,7,7,0.88
73613,60,60,14374.912602,14308.015798,1,106,15,15,5
73614,55,55,27773.629038,28605.446685,1,106,5,5,1.29
73615,65,65,10950.248806,10872.080055,1,104,3,3,1.22
73616,62,62,70119.671677,71785.988653,2,108,15,15,5
73617,6,36,15897.641436,16058.875803,1,109,4,4,0.47
73619,36,36,49443.10405,48389.973357,1,109,3,3,0.84
73620,3,33,38342.27076,53416.732289,1,104,15,15,5
73621,80,78,36117.581178,37406.341605,1,110,14,14,5
73622,72,72,57479.762312,57124.924258,1,111,14,14,5
73623,32,32,69244.437969,73392.065553,2,107,14,14,3.27
73624,31,52,28291.516598,29729.350351,2,109,4,4,0.47
73626,72,76,13922.95387,15104.349307,2,116,4,4,0.78
73627,0,41,6071.944686,6070.014099,2,118,15,15,3.63
73628,80,80,32868.046411,34161.490249,2,104,7,7,3
73629,26,53,27497.219866,27487.399135,1,107,14,14,3.45
73630,13,45,15057.425383,15160.22207,1,106,15,15,5
73631,56,56,26678.260372,29752.936842,1,111,2,2,0.71
73632,23,19,53506.258206,56888.206263,2,109,7,7,2.48
73633,43,43,69483.16115,69862.668846,2,115,14,14,3.56
73634,65,65,14047.62396,0,2,113,6,6,1.52
73635,4,31,14290.001981,15215.239041,1,116,15,15,5
73636,1,50,12359.183686,12902.633666,1,109,14,14,3.82
73637,2,28,28201.218549,29014.714132,2,107,2,2,0.3
73638,63,63,37647.755368,38961.542319,1,115,6,6,2.18
73639,71,71,43379.068525,42642.037692,1,116,7,7,1.45
73640,67,67,15937.838923,16596.936217,2,116,6,6,2.23
73641,64,64,101153.817481,102099.513184,2,109,2,2,0.77
73642,57,55,33644.734694,34652.391419,2,115,8,8,2.27
73643,62,62,14746.098191,15654.365466,1,117,1,1,0
73644,8,38,8558.217715,8836.63083,2,113,7,7,1.13
73645,54,55,56722.423045,57900.271904,2,106,15,15,5
73646,4,43,12789.610852,12950.350063,1,117,15,15,4.25
73647,61,61,13036.074129,13008.28149,1,109,10,10,3.53
73648,16,42,8306.433436,10885.883987,2,104,15,15,5
73649,3,23,17692.435734,0,2,116,2,2,0.31
73650,6,50,9477.593233,11997.409698,2,106,10,10,2.19
73651,6,36,7369.062501,7280.506713,2,105,9,9,2.31
73652,54,54,20545.181159,20705.307503,2,114,9,9,3.81
73653,10,31,9554.347103,9644.938244,2,114,3,3,0.38
73654,46,57,20907.521769,21039.644636,1,106,4,4,1
73655,44,44,17166.56477,17125.17752,2,106,8,8,1.79
73656,54,54,77809.996236,78471.254533,1,116,15,15,4.25
73657,19,40,17082.709547,17193.582771,1,107,7,7,1.45
73658,35,35,14743.682904,15648.040484,1,117,15,15,5
73659,70,70,48194.233481,48670.994201,1,117,6,6,1.93
73660,59,44,16433.426266,17997.997114,2,104,7,7,1.82
73661,25,51,24511.409395,24784.598492,2,114,7,7,2.02
73662,39,53,16701.797849,16832.517457,2,112,3,3,0.61
73663,25,25,69362.260229,68946.240895,2,117,15,9,5
73664,5,29,15102.971143,16326.737883,2,109,14,14,3.14
73665,59,59,17889.499441,18210.210305,2,117,1,1,0.03
73666,70,70,15855.011733,16106.697971,2,106,9,9,3.81
73667,24,30,31174.074739,32349.363631,2,107,4,4,0.65
73668,30,30,28884.38512,30352.349685,2,115,8,8,1.43
73669,4,21,14894.300241,16913.018873,1,106,5,5,0.96
73670,71,71,15174.746412,15877.769625,1,109,3,3,0.87
73671,49,49,26355.014554,27110.497857,2,114,3,3,0.86
73672,73,73,59598.753457,59465.072125,1,109,14,14,5
73673,45,45,122492.425862,125551.020684,2,111,15,15,5
73675,29,28,17562.57913,18733.93248,1,118,4,4,0.87
73676,44,38,100857.701196,106739.035267,2,113,10,10,2.73
73677,61,71,13072.88574,13207.281267,1,104,15,15,5
73678,51,51,22004.084169,22191.083063,1,109,6,6,1.02
73679,1,35,12171.037914,13157.235349,1,106,7,7,1.52
73680,12,44,59123.958559,64069.672991,1,110,8,8,2.46
73681,9,28,9840.926996,10508.68508,2,108,6,6,1.07
73682,3,31,10644.36537,11018.161403,2,108,2,2,0.36
73683,2,36,13553.483974,15628.491997,2,107,8,8,2.12
73684,64,64,21780.043291,22985.770887,2,113,15,15,5
73685,0,47,8382.291691,8930.155715,1,114,6,5,1.02
73686,7,24,18881.877722,20774.857101,2,107,5,5,0.63
73687,8,55,18183.508356,18467.47473,1,113,4,4,0.72
73688,58,68,111416.034907,112268.202205,2,109,10,10,4.45
73689,54,54,90641.606893,0,1,112,15,15,5
73690,77,78,64291.332105,63967.668022,1,114,8,8,3.09
73691,14,65,87294.559326,89715.949242,2,109,8,8,1.56
73692,65,64,19223.252968,19134.135451,1,111,6,6,1.61
73693,78,78,19802.214967,21566.209667,1,105,2,2,0.78
73694,66,72,76613.875616,77265.069765,1,109,10,10,4.51
73695,79,80,68573.686426,0,1,105,9,9,3.61
73697,57,80,84145.999065,85893.302223,2,104,8,8,3.18
73698,23,23,75477.903922,75025.204324,2,114,9,6,2.74
73700,0,33,8510.295841,8459.358344,1,110,3,3,0.51
73701,47,47,15836.447816,16694.715057,2,104,15,15,4.19
73702,48,52,82152.110665,81166.214601,2,113,9,9,3.81
73704,8,53,20309.907117,21212.094102,1,107,7,7,0.93
73705,10,37,39419.957175,40035.566775,2,114,15,15,4.19
73706,54,62,25346.245212,26393.198829,1,106,6,6,1.44
73707,45,45,28280.402304,29082.043437,2,105,77,1,0
73708,69,46,18961.371824,18746.991814,1,106,15,15,5
73709,64,57,14122.831429,14009.298686,1,115,6,6,2
73710,2,52,16896.283442,16858.765342,2,109,4,4,0.47
73711,5,36,17413.008276,18257.715353,1,106,4,4,0.46
73712,18,51,9009.87993,8729.687016,2,118,15,15,5
73713,3,24,15077.406799,15206.737881,1,111,99,4,0.76
73714,29,29,91379.032547,96550.719254,2,114,15,15,5
73715,38,38,107737.369017,114048.376574,1,105,9,9,3.07
73716,25,25,92929.67535,95151.756211,1,105,8,8,4.35
73717,78,68,18655.901752,20230.569183,2,108,7,7,1.89
73718,53,53,21581.588345,21529.556816,1,116,5,5,1.02
73719,11,66,11854.875948,12238.500766,1,107,6,6,0.7
73720,48,46,38313.250912,38220.880648,2,112,9,9,3.03
73721,80,80,38359.427853,0,1,105,6,6,2.18
73722,80,80,21300.728746,22037.897003,2,118,7,7,3.31
73723,77,77,65915.732311,66046.132365,2,112,15,15,5
73725,80,80,73783.534447,77051.185852,2,104,8,8,3.05
73726,67,33,13530.848271,14157.712152,1,106,8,8,1.34
73727,3,25,12487.495646,12926.016513,1,115,2,2,0.31
73728,16,46,54114.052475,58071.991591,2,112,15,15,3.13
73729,46,47,85445.096077,90427.672011,1,105,9,9,2.59
73730,48,50,35862.473154,36336.342523,1,106,6,6,1.28
73731,12,37,9277.511363,11875.919961,2,106,15,15,4.61
73732,80,80,22729.702215,23580.054297,2,104,8,8,3.18
73734,5,34,14562.697618,15074.092934,2,105,1,1,0.03
73735,29,29,31701.240708,33598.570856,2,116,1,1,0
73737,30,50,17065.637254,0,2,106,10,10,2.19
73738,29,57,23650.246155,23432.055148,2,114,15,15,5
73739,46,46,19120.526421,18891.06364,1,108,6,6,1.47
73740,57,80,11342.039628,12270.492164,1,118,9,9,2.52
73742,11,32,10185.456206,10336.015375,2,112,7,7,1.43
73744,0,46,10259.032101,9858.92711,2,109,4,4,0.64
73745,7,31,12204.283031,12010.35141,1,113,3,3,0.55
73746,64,64,26421.037692,26551.51467,1,117,3,3,1.22
73747,80,80,12038.542864,11835.299836,2,114,14,14,5
73748,0,40,7441.252755,7629.339192,1,115,8,8,1.15
73750,9,29,49325.092393,50354.48482,2,115,7,7,1.43
73751,61,61,24606.886411,25639.564103,2,112,3,3,0.64
73752,8,37,48097.920643,48726.519371,1,105,9,9,2.18
73753,11,35,45132.531244,46203.395682,1,116,8,8,2.12
73754,15,40,22187.270766,23351.614363,1,109,4,4,0.84
73755,75,44,12117.623992,12704.600739,2,107,7,4,1.63
73757,29,27,45666.599712,48041.333247,1,111,14,14,5
73758,15,50,66738.789468,70474.933187,2,107,15,15,5
73759,9,20,14801.887122,16285.832072,1,108,7,7,1.49
73760,64,64,38259.331054,38410.200088,2,115,5,5,1.27
73761,17,42,17366.996271,17716.218043,1,106,3,3,0.4
73762,3,42,13169.24684,14315.820277,2,104,10,10,2.19
73763,31,31,36433.531882,38587.657682,1,109,1,1,0.06
73764,13,42,9621.350297,9687.035027,2,104,10,10,2.51
73765,54,54,26556.369566,27921.395452,1,109,3,3,0.64
73766,75,75,22543.836025,24476.498822,2,111,5,5,1.75
73767,35,35,21017.541729,22861.501586,2,104,15,15,4.61
73768,4,49,13461.450155,14131.360274,2,113,14,14,3.35
73770,50,60,130319.531266,133025.634124,2,112,14,14,4.77
73771,0,48,10136.280476,10545.561855,1,114,6,6,1.2
73772,21,41,30964.988757,31906.696994,1,117,15,15,4.71
73773,39,57,39822.611662,38974.396012,1,109,15,15,4.17
73775,14,29,10356.939201,10368.154158,2,105,3,3,0.5
73776,19,43,15642.680105,15181.787337,2,111,5,5,0.54
73777,5,24,23764.480047,0,2,109,5,5,0.84
73778,62,62,7949.392699,8566.726987,2,118,5,5,2.08
73779,62,62,34002.622995,34620.851794,2,112,1,1,0.04
73782,68,68,67426.086907,68652.014352,1,108,5,3,1.08
73783,26,65,117256.631099,118713.453094,1,105,15,15,4.67
73784,7,28,16329.271486,0,2,113,6,6,1.52
73785,46,46,19037.393786,19330.725976,1,104,15,15,5
73786,18,41,68544.325184,71736.536292,2,107,5,5,0.91
73787,71,71,10590.439181,10975.790957,1,114,9,9,3.07
73788,9,41,13034.065587,13111.679809,2,105,2,2,0.37
73789,2,42,7519.645321,7913.327427,2,104,15,15,4.19
73790,59,59,115051.288923,123681.288113,2,113,7,7,3.08
73791,8,55,7602.831496,0,1,107,5,5,0.59
73792,68,68,94655.927633,96905.32178,1,110,15,15,5
73793,10,45,15028.882164,15181.305548,1,109,14,14,2.25
73794,6,32,9095.231057,9334.339099,2,106,3,3,0.2
73795,59,45,139320.855635,146724.020728,1,105,15,15,5
73796,5,37,14974.426607,15571.269146,1,111,7,7,1.27
73797,57,57,20911.517791,20984.32046,1,106,4,4,1
73798,11,43,15107.302764,15260.521491,2,111,5,5,0.54
73800,54,54,26128.790074,27915.783669,2,109,4,4,1.29
73801,46,46,26600.785497,26351.287693,1,108,15,15,4.67
73802,18,18,6113.246209,6773.564253,1,117,1,1,0
73803,14,35,10739.611088,10556.487863,1,118,7,7,1.27
73804,55,55,25877.858263,26118.711373,1,109,5,5,0.87
73805,30,48,34555.05702,35682.922809,1,113,2,2,0.55
73806,63,63,12192.846617,12328.218177,2,114,14,14,5
73807,50,50,113387.793825,121020.993596,1,110,15,15,5
73808,53,56,70343.140253,72416.167417,1,114,7,7,2.58
73809,52,52,110081.056257,113325.168178,1,106,6,6,1.33
73810,48,45,35100.900844,34962.923664,1,109,14,14,2.25
73811,64,64,87281.736911,90455.614503,1,105,5,5,1.32
73812,5,27,19657.679784,19614.030018,2,107,3,3,0.66
73813,34,37,67808.788669,69519.322711,2,116,14,14,2.22
73814,0,29,5659.35261,6463.747646,1,106,1,1,0.11
73815,72,76,19721.999749,20018.247495,1,112,8,8,3.22
73816,64,64,9438.944176,9424.72237,1,108,6,6,1.54
73817,0,32,6994.024909,6951.02375,2,118,5,2,0.29
73818,5,37,10525.595909,10677.567255,1,108,15,15,5
73819,4,39,12248.185092,12648.931163,1,108,15,15,5
73820,56,52,156804.433873,158003.755054,1,113,9,9,3.2
73821,56,59,112543.401742,114880.380844,2,113,15,15,5
73822,13,41,16052.588483,16308.789368,1,106,1,1,0.03
73823,35,33,33441.912531,39799.431193,2,111,6,6,2.03
73824,11,29,6510.024598,6545.987069,2,105,3,3,0.5
73825,64,64,17027.302711,17087.868786,2,118,15,15,5
73826,14,38,12978.303132,13061.268439,1,116,4,4,0.54
73827,11,41,14801.887122,14735.009026,1,108,15,15,5
73828,4,34,15496.764111,15963.633328,2,108,9,9,2.64
73829,7,59,13780.914304,13721.935248,1,105,15,15,5
73830,64,64,16791.752141,0,1,110,15,15,5
73831,48,48,52818.067398,55591.563596,1,114,6,6,1.4
73832,77,77,19001.381414,0,2,108,10,10,4.45
73833,34,34,12096.430859,13157.703068,2,117,15,15,5
73835,13,44,17677.766878,17687.236796,1,108,15,15,5
73836,9,32,20292.603827,20557.810822,2,115,8,8,1.29
73837,29,21,86371.452291,91459.199282,2,107,9,9,3.03
73838,2,34,9423.39555,9754.315032,2,116,8,8,2.92
73839,68,68,71246.333506,71527.28106,2,108,9,8,2.53
73840,77,77,38086.990026,38568.191893,2,115,5,5,1.89
73841,13,60,11592.846429,11758.631127,2,118,5,5,0.58
73842,53,53,21158.033745,21537.340684,1,104,3,3,1.2
73843,42,43,18336.457379,19164.880121,2,112,7,7,1.25
73844,12,44,84538.635135,86591.459639,1,115,7,7,2.2
73845,70,70,55545.401828,56247.178235,1,112,4,4,1.65
73846,24,29,28762.603706,29700.626654,2,108,7,7,1.43
73847,34,38,14114.42476,15153.705768,2,113,7,7,1.13
73848,65,65,27253.87272,27901.531068,1,105,3,3,1.03
73849,16,47,56135.31765,62146.834707,2,112,15,15,5
73850,30,25,19608.433405,21052.252249,2,113,5,5,0.67
73851,48,55,31765.692798,31840.209259,1,107,15,15,5
73852,40,66,29877.191163,33362.998888,1,107,8,8,1.63
73853,13,46,38205.608103,39908.740073,2,104,14,14,3.48
73854,1,31,15561.298554,16568.848457,1,111,14,14,2.69
73855,38,38,33160.516091,34845.802532,1,113,2,2,0.28
73856,0,27,8368.71841,8284.490086,1,108,14,14,3.09
73857,23,42,51166.900015,0,1,109,7,7,1.33
73858,52,52,32501.193163,32422.835318,2,112,4,4,1.14
73859,38,54,21527.63823,23151.627241,2,114,9,9,3.81
73860,53,53,21502.300171,22118.67732,1,112,6,6,2.18
73861,77,77,53266.137366,53146.660232,2,118,15,15,5
73862,61,64,68603.550028,72453.268645,1,115,6,6,1.28
73863,26,26,22028.257672,22671.943542,1,115,8,8,4.26
73864,62,70,63776.020341,63945.092914,2,107,5,5,1.21
73865,48,48,23010.64255,24166.318956,2,115,6,6,1.04
73866,47,47,35787.271261,35135.061052,1,106,15,15,4.67
73867,80,80,32988.970301,0,1,104,15,15,5
73868,32,70,69244.437969,70988.372534,2,107,5,5,1.21
73869,7,27,13272.40496,16013.236249,2,111,3,3,0.64
73870,38,38,84120.656677,86239.251688,1,110,15,15,5
73871,28,61,59843.172257,0,2,113,9,9,2.31
73873,80,80,15526.297551,15865.942075,2,118,7,7,2.26
73874,2,27,38503.342133,40608.792193,2,113,10,10,3.28
73875,43,46,33544.72675,35835.706602,2,107,8,8,1.65
73876,0,45,19920.727321,19731.343208,2,113,15,15,5
73877,0,35,7792.994368,8445.608931,1,110,7,7,1.27
73878,45,45,25337.609307,25581.596668,1,116,7,7,2.58
73879,58,74,115439.839725,117836.963757,1,107,7,7,2.03
73880,50,52,29166.123226,29784.965276,2,105,10,10,2.13
73881,38,38,32080.735297,33474.942139,2,104,7,3,0.86
73882,25,25,36093.699481,37202.011293,1,115,3,1,0.21
73883,67,67,13846.32795,14322.563037,1,109,2,2,0.19
73884,43,43,34787.691722,34650.945726,1,111,14,14,3.82
73885,6,39,17704.534004,17885.852094,2,107,7,7,1.07
73886,64,64,13972.452054,13883.923027,1,117,15,15,5
73887,16,44,81494.651306,80913.831569,1,115,7,7,2.2
73888,56,56,131436.10287,132382.683396,1,111,15,15,5
73889,15,60,20165.724258,26382.186375,1,108,4,4,0.92
73890,16,33,9832.929964,9867.455188,1,104,2,2,0.3
73891,12,38,14184.583813,14234.388494,1,107,9,9,2.68
73892,15,50,12488.16078,12021.621124,2,107,15,15,5
73894,6,33,9335.134547,9186.795004,2,115,6,6,0.78
73895,5,23,16437.012026,16974.811541,2,111,6,6,1.07
73897,11,50,10883.876948,11884.818008,2,114,3,3,0.56
73899,57,57,21443.093768,21391.396139,2,114,15,15,5
73900,66,66,114033.698335,116007.208432,1,114,15,15,5
73901,54,54,77079.557851,78616.603933,2,118,15,15,5
73902,28,33,41366.977293,44908.266425,1,105,15,15,5
73903,4,27,10721.925068,11172.016011,2,106,5,5,0.77
73904,17,41,14314.401657,14519.106236,1,118,4,4,0.54
73905,12,45,9726.710414,9513.378645,1,118,5,5,0.63
73906,34,34,28687.444194,28878.533586,1,114,3,3,0.44
73907,8,28,15512.308805,16854.281265,2,117,3,3,0.61
73908,67,67,118939.339605,119408.356252,1,116,8,8,3.22
73909,0,22,8828.002812,9007.508799,2,116,9,9,2.98
73910,51,51,13838.67475,14051.903978,2,104,15,15,5
73911,3,36,45031.764831,44688.582216,2,107,6,6,1
73912,0,36,7792.698031,7714.267158,1,108,4,4,0.92
73913,26,51,17358.576537,17728.682977,2,117,12,1,0.34
73915,14,43,38176.180556,39103.200478,1,113,5,5,0.87
73916,27,38,28531.662525,29095.033687,1,109,4,4,0.97
73917,8,54,14794.01056,15327.48055,2,113,6,1,0
73918,32,29,21527.63823,22685.20106,2,114,6,3,0.76
73919,61,56,9359.80207,10162.796807,2,114,1,1,0
73920,18,49,25924.012177,25355.431934,1,109,7,7,1.83
73921,80,80,58594.123256,61025.4732,2,112,3,3,1.06
73922,75,75,30776.203331,31661.28546,2,116,5,5,1.37
73923,4,30,12621.929931,12730.198407,1,114,10,10,2.22
73925,60,63,6363.706266,6543.269776,2,117,3,3,0.83
73926,64,68,12910.61342,12901.581206,1,118,10,10,3.33
73927,3,38,10759.371831,11410.32831,2,110,7,7,1.58
73928,23,47,28112.467707,27853.109407,1,115,12,14,5
73929,3,30,23249.820517,24755.18039,2,111,5,5,1.27
73930,70,70,22739.090016,23490.524787,2,106,15,15,5
73931,37,37,33190.678689,32483.722216,2,112,5,5,0.56
73932,30,30,74416.486124,78271.007555,1,116,3,3,0.51
73933,10,33,7138.840662,7053.051505,2,110,4,4,0.59
73934,31,24,23747.624207,25298.070389,1,111,8,8,1.42
73936,3,33,30587.611598,32260.211562,2,104,15,15,5
73937,41,44,29229.985568,28697.279544,2,115,5,5,0.89
73938,53,53,117939.178644,120441.592918,1,113,15,15,5
73939,6,45,8790.798024,8753.175487,2,111,1,1,0.13
73941,28,28,24419.805262,24194.514504,1,108,8,8,2.3
73943,19,43,10295.136538,10442.363201,1,118,9,9,1.97
73945,66,66,89854.825647,90209.15256,1,115,5,5,1.74
73946,2,32,12403.571999,12809.402145,1,111,5,5,0.93
73947,1,49,12192.446588,12345.680667,1,109,5,5,0.74
73948,4,20,9100.239968,9536.168346,1,112,6,6,1.28
73949,48,48,27494.677312,27142.06289,1,111,5,5,0.73
73950,3,29,41480.719697,41388.611996,2,107,6,6,1.13
73951,14,43,20717.221166,22395.452662,2,108,9,9,2.78
73952,42,42,24378.670606,24882.658433,2,118,1,1,0.17
73954,45,44,90085.103414,90653.529408,1,104,15,15,4.25
73955,31,46,31872.195672,31306.268737,1,115,15,15,5
73956,4,61,14357.450422,14564.7471,2,115,9,9,2.04
73957,26,51,21838.291237,23549.661536,2,118,15,15,4.04
73958,16,43,16347.70089,17177.989744,2,116,9,9,3.09
73959,5,45,6627.64676,6839.35772,1,112,9,9,1.37
73960,11,50,49012.105984,49652.652334,1,104,15,15,5
73961,7,49,9901.746684,10811.393033,1,108,6,6,1.16
73962,49,45,19056.23214,19218.066986,1,112,9,9,1.37
73963,16,55,18269.942143,17926.226769,2,108,14,14,3.14
73964,45,45,28939.276469,29768.839288,2,110,9,9,5
73965,0,28,8184.829333,7885.095953,2,107,6,6,1.15
73966,7,45,16717.361927,16886.909924,1,111,5,5,0.7
73967,9,48,8029.959986,9199.053887,1,117,15,15,5
73968,15,49,18184.520132,18451.344473,2,110,15,15,4.19
73969,0,32,13664.903307,14303.378941,2,116,7,7,1.43
73970,10,38,10597.368478,11164.980952,2,105,4,4,0.54
73971,15,37,14359.14917,14576.474504,1,114,14,14,2.37
73972,2,27,16958.129099,18332.215971,2,109,6,6,1.52
73973,75,75,13558.096482,13761.755116,2,117,8,8,4.11
73974,34,36,56366.470183,57553.145857,1,111,14,14,3.45
73975,64,64,46841.966041,47535.961428,2,115,4,4,1.02
73976,11,49,8557.526052,8716.339063,1,112,14,1,0
73977,30,59,17771.282846,18167.375496,2,106,15,15,5
73978,10,48,10272.20832,11024.503034,1,104,15,15,5
73979,61,61,79840.680841,80368.921229,2,105,15,15,5
73981,36,75,12722.095895,13251.686312,1,118,7,7,1.43
73982,13,28,11013.527799,14629.575264,2,104,2,2,0.35
73983,18,18,12493.6366,13165.432098,1,117,1,1,0.13
73984,5,33,56899.093382,60978.495509,2,112,7,7,2.42
73985,43,43,30161.780581,32045.466032,2,108,9,9,2.78
73986,7,37,6984.377691,6900.444752,2,106,6,6,1.18
73987,56,80,23344.023727,23044.64071,1,109,4,4,1.03
73988,4,48,39749.713955,40657.419385,1,104,15,15,5
73989,0,20,8603.26865,8333.315213,2,109,6,1,0.05
73990,50,54,17567.985688,17621.278084,2,106,15,15,5
73991,8,26,15733.231169,16335.361556,1,106,4,4,0.64
73992,20,20,34134.506164,33929.775025,1,107,99,3,1.04
73993,57,80,24480.285098,24667.522944,1,104,3,3,0.64
73994,36,36,83613.322042,85033.11441,2,109,10,10,2.15
73995,40,40,14331.774395,15584.982416,1,117,9,9,3.07
73996,17,19,38395.952954,41018.784668,2,115,6,6,1.54
73997,17,42,18022.894449,17627.606033,1,106,14,14,2.9
73998,32,58,20821.773551,20675.595522,2,116,7,7,1.68
73999,66,63,95025.814862,98481.294956,1,104,15,15,5
74000,14,53,23520.468837,24075.546542,1,107,7,7,0.93
74001,48,48,18058.792867,18570.690507,2,118,5,5,0.86
74002,63,63,10245.07186,10162.712234,2,108,14,14,4.04
74003,68,68,18888.577559,18721.499623,1,115,4,4,0.77
74004,31,31,22614.55986,22455.795681,2,114,9,9,2.15
74005,23,23,33348.223813,34145.62733,2,105,3,3,1.2
74006,34,29,32321.865924,31747.954585,1,107,6,6,1.61
74007,71,71,63863.900338,64388.172982,1,116,7,7,2.58
74008,49,51,102643.24476,103158.118645,2,112,8,8,3.18
74009,6,36,49542.862249,52448.949802,2,109,15,15,5
74010,40,40,97260.778364,99689.347404,2,109,8,8,1.61
74011,55,55,22021.375122,21968.283302,1,112,15,15,5
74012,68,32,12757.3366,13348.364846,1,114,7,7,1.27
74013,56,56,117280.086734,119715.423746,2,112,15,15,5
74015,2,30,16549.365436,16934.594322,1,109,5,5,1.23
74016,49,49,25524.499816,26907.817734,1,115,14,14,3.4
74017,18,42,5874.20993,6366.734967,1,118,15,15,3.05
74018,22,22,33348.260545,33040.598185,1,110,2,2,0.26
74019,17,40,9830.200555,9893.041251,2,118,1,1,0.1
74020,4,41,32725.594198,0,1,110,15,15,5
74021,16,43,22390.659666,22376.118589,1,109,6,6,1.06
74022,66,66,14454.09628,14210.072204,1,107,3,3,0.35
74023,19,51,87185.747174,87075.525936,1,109,9,9,3.87
74024,3,28,11558.94447,11928.178878,2,115,1,1,0.06
74025,45,44,22855.386414,23406.33672,2,116,8,6,1.63
74027,42,42,34060.314982,33978.198216,2,113,10,10,2.19
74028,57,60,31251.388818,31552.322651,2,114,6,6,1.05
74029,22,22,17271.753972,17645.489298,2,104,7,7,3
74030,0,30,8462.305963,8341.652588,2,107,4,4,0.65
74031,19,34,11247.737996,11427.252996,1,117,8,8,2.29
74032,47,54,63336.628988,63736.275377,1,116,15,15,4.25
74033,80,80,41235.436372,42894.255699,2,108,10,10,5
74034,0,31,7976.975589,8038.205332,1,111,14,14,2.69
74035,3,50,14739.353942,15256.952863,2,115,3,3,0.51
74037,20,44,44138.304322,45722.1406,2,115,5,5,0.89
74038,54,43,21574.291967,21742.43906,2,106,1,1,0.13
74039,10,36,12207.614416,12579.334893,2,105,6,6,0.69
74040,4,30,10946.860676,11086.256827,2,110,4,4,0.57
74042,41,41,17162.348381,18663.069231,2,104,5,5,0.86
74043,14,39,10566.226763,10633.772592,2,117,2,2,0.29
74044,73,73,11017.775124,10830.577929,2,114,3,3,0.86
74045,38,49,48613.388071,54135.535658,2,111,8,8,2.86
74046,41,45,54512.962485,54856.932616,1,112,15,15,5
74047,40,40,23360.215327,23589.709491,2,114,5,5,0.67
74048,80,80,31819.329646,32659.373755,2,107,6,6,1.78
74049,62,62,14721.038531,14930.355041,2,117,7,7,2.29
74050,44,44,32939.067721,34225.218909,1,105,6,6,1.27
74051,20,56,23961.539365,24888.582667,2,104,15,15,5
74052,19,21,14110.144432,14199.586668,1,112,1,1,0.1
