"SEQN","RIDAGEYR","DMDHRAGE","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA","INDHHIN2","INDFMIN2","INDFMPIR"
-1.73276840160753,1.54109954769343,1.47966231070549,-0.650864787454952,-0.623702630403065,-0.971246147559477,0.26595665727103,-0.749112012340179,-0.896337106409514,-0.865031771341944
-1.73242787792365,0.926386022331307,0.520906570466953,-0.26819913994468,-0.233552813496052,-0.971246147559477,-0.68210476650029,-0.254376244781978,-0.234251738790408,-0.290101557649956
-1.73208735423978,1.66404225276586,1.6714134587532,0.965533386456976,0.927998443627378,-0.971246147559477,-0.44508941055746,0.240359522776223,0.427833628828698,1.37964257360443
-1.7317468305559,-0.917754553755073,-0.821351465867004,0.891448361430089,0.87735073181675,1.02949531238455,-0.44508941055746,0.075447600256823,0.207138506288996,0.162503078660758
-1.73140630687202,1.70502315445667,2.05491575484862,1.20449158805884,1.22435728184711,1.02949531238455,1.21401808104235,1.06491913537323,1.53130924152721,1.67934023818856
-1.73106578318815,1.00834782571292,0.648740669165425,-0.220513663824487,-0.202555075733996,-0.971246147559477,0.0289413013282001,0.075447600256823,0.207138506288996,1.55089838193822
-1.73072525950427,-1.28658266897235,-0.949185564565476,-0.475750886546638,-0.466356893303916,-0.971246147559477,-1.39315083432878,1.06491913537323,1.53130924152721,1.67934023818856
-1.73038473582039,1.21325233416697,0.968325915911605,1.07996685201573,1.09006033363753,-0.971246147559477,0.73998736915669,0.240359522776223,0.427833628828698,1.67934023818856
-1.73004421213652,0.434615202041606,-0.24609802172388,-0.281973345964825,-1.10225385376143,1.02949531238455,-1.15613547838595,1.06491913537323,1.53130924152721,1.67934023818856
-1.72970368845264,1.00834782571292,0.648740669165425,-0.537893658335871,-0.481743180885189,-0.971246147559477,0.26595665727103,-0.749112012340179,-0.896337106409514,-1.08521781062824
-1.72936316476876,1.3771759409302,1.22399411330855,0.111513798212141,0.132917369793235,1.02949531238455,0.26595665727103,-0.914023934859579,-1.11703222894922,-0.644845732055651
-1.72902264108488,-0.221079225011329,-1.26877081131166,2.15389726446303,2.14665600514881,1.02949531238455,0.50297201321386,1.06491913537323,1.53130924152721,1.67934023818856
-1.72834159371713,-0.917754553755073,-0.182180972374643,-0.701174683608889,-0.673739836931718,1.02949531238455,0.97700272509952,-0.584200089820779,-0.675641983869812,-0.865031771341944
-1.72800107003325,1.82796585952909,1.92708165615015,0.589287440891599,0.537406894153116,-0.971246147559477,1.21401808104235,0.900007212853825,1.31061411898751,1.67934023818856
-1.72766054634938,-0.876773652064264,-1.01310261391471,-0.70943231583828,-0.649142190942935,1.02949531238455,0.0289413013282001,-1.07893585737898,-1.33772735148892,-1.12803176271168
-1.7273200226655,-0.876773652064264,-0.118263923025407,-0.90392019435081,-0.87290823186616,1.02949531238455,-1.15613547838595,-0.0894643222625774,-0.0135566162507057,-0.283985278780892
-1.72697949898162,0.0657870868243296,-0.821351465867004,-0.618705908558457,-0.555681983300921,1.02949531238455,0.73998736915669,-0.0894643222625774,-0.0135566162507057,-0.0943806338399177
-1.72663897529775,-1.24560176728154,-1.71619015675631,-0.860809767169624,-0.828153859578505,1.02949531238455,1.21401808104235,-0.914023934859579,-1.11703222894922,-0.913962002294454
-1.72629845161387,-0.630888241919414,-0.693517367168532,-0.682045482187917,-0.652643228067045,-0.971246147559477,-1.63016619027161,-0.0894643222625774,-0.0135566162507057,-0.41242713503123
-1.72595792792999,0.0248061851335212,-0.88526851521624,0.19547385578183,0.308263292837101,1.02949531238455,1.68804879292801,-0.584200089820779,-1.33772735148892,-1.20142710914045
